,BGN,BGNx3,Base,G,G&I,I,node_name,node_id,neighborhood
82,-1.3061695027793974e-06,-3.332657430021868e-07,0.0,-0.024053915388231317,-0.02430409506272868,-0.00024711291647294686,J609-S_flow,J609-S,"('Dunbar-Broadway', 'Canal Street Creek')"
83,0.00010653135042293371,3.952746938828966e-05,0.0,-0.016425752510765612,-0.01625502838014148,0.00010653135042293371,J60-S_flow,J60-S,"('Downtown', 'Southside, Drains to Harbor')"
84,0.0001470708134876375,5.456926111246929e-05,0.0,-0.025051821919407136,-0.02481611862425437,0.0001470708134876375,J619-S_flow,J619-S,"('Dunbar-Broadway', 'Canal Street Creek')"
85,-0.2055966357272876,-0.5841291542348195,0.0,-0.06318020188006379,1.5805163673739173,2.35970333972473,J620-S_flow,J620-S,"('Johnston Square', 'Harris Creek')"
86,-0.20603557679710072,-0.5816354565762101,0.0,-0.0610284903144489,1.5943809276445204,2.377976399712555,J624-S_flow,J624-S,"('Johnston Square', 'Harris Creek')"
87,3.674194623659588e-06,2.253249407901947e-05,0.0,-0.015820181893423158,-0.01546332899781433,0.0002592956392488688,J62-S_flow,J62-S,"('Downtown', 'Southside, Drains to Harbor')"
88,8.117946960251032e-05,3.0120889173534948e-05,0.0,-0.014026576797448342,-0.01389662441465589,8.117946960251032e-05,J632-S_flow,J632-S,"('Eager Park', 'Canal Street Creek')"
89,-0.23767365510498717,-0.7236979596332516,0.0,-0.09046813485662586,-2.948824444908828,-2.6027747987321437,J637-S_flow,J637-S,"('Eager Park', 'Canal Street Creek')"
90,-0.18933013767929285,-0.6329176859497929,0.0,-0.08134558437094785,-3.032288692279272,-2.7273979306483236,J640-S_flow,J640-S,"('Eager Park', 'Canal Street Creek')"
91,0.0006516003239687151,0.00024177025595140123,0.0,-0.03189960824639204,-0.030844687454015585,0.0006516003239687151,J659-S_flow,J659-S,"('Baltimore Highlands', 'Harris Creek')"
92,-0.00449198950542673,-0.02195930368994059,0.0,-0.041783988988168375,-0.027249704336028913,0.04630391877815665,J672-S_flow,J672-S,"('Canton', 'Harris Creek')"
93,0.00023122116858687036,8.579246979234512e-05,0.0,-0.017681695974914202,-0.017308171235900893,0.00023122116858687036,J675-S_flow,J675-S,"('Canton', 'Harris Creek')"
94,-0.0008358416870670737,-0.0010739142418976222,0.0,-0.012992002001635417,-0.012432953998489982,-0.000859131393518453,J686-S_flow,J686-S,"('Canton', 'Harris Creek')"
95,0.0,0.0,0.0,0.0,1.3359594369700273e-05,1.0763016612000409e-05,J694-S_flow,J694-S,"('Canton', 'Harris Creek')"
96,-0.0014835573283820125,-0.008137617713429357,0.0,-0.04149988306309904,-0.5812915803619134,-0.5334035096320111,J695-S_flow,J695-S,"('Canton', 'Harris Creek')"
97,-0.0010996999820216402,-0.45503301461985934,0.0,-0.017437979937428683,-0.4716589366961421,-0.0011303417771864055,J712-S_flow,J712-S,"('Patterson Park', 'Harris Creek')"
98,0.00015507662250913157,5.7539742288170714e-05,0.0,-0.02424840307486109,-0.023999688688161047,0.00015507662250913157,J714-S_flow,J714-S,"('Upper Fells Point', 'Northside, Drains to Harbor')"
99,-0.0002190700814814761,0.00013883609724496537,0.0,-0.03838591576512096,-0.47544452762761047,-0.4405434396398751,J71-S_flow,J71-S,"('Federal Hill', 'Southside, Drains to Harbor')"
100,-2.9151246230929573e-05,-3.745438757229991e-05,0.0,-2.6624203214087316e-05,-6.949368296593761e-06,-2.9963510058017562e-05,J722-S_flow,J722-S,"('Fells Point', 'Northside, Drains to Harbor')"
101,-0.0007422322937247205,-0.000953642111132913,0.0,-0.011448825492475612,-0.010951891460451613,-0.0007629136889071297,J72-S_flow,J72-S,"('Federal Hill', 'Southside, Drains to Harbor')"
102,-6.12148383924982e-05,4.4953702966310516e-05,0.0,-0.022447816597831682,-0.018568333207608756,0.0036508006371138713,J732-S_flow,J732-S,"('Fells Point', 'Northside, Drains to Harbor')"
103,-0.0005772834609267807,-0.0007417109482494855,0.0,-0.010418599235942017,-0.010032302629454426,-0.0005933687585994996,J733-S_flow,J733-S,"('Canton', 'Northside, Drains to Harbor')"
104,-0.010185974638247774,-0.051049172672030796,0.0,-0.032191839906232644,-1.3021332547803388,-1.2777910805344197,J748-S_flow,J748-S,"('Washington Hill', 'Canal Street Creek')"
105,-0.0002423909976068117,-0.8116336543309202,0.0,-0.04051040616111257,-1.4527165587771074,-0.7941587211227636,J749-S_flow,J749-S,"('Fells Point', 'Canal Street Creek')"
106,5.4772099444377886e-05,2.0322679432194235e-05,0.0,-0.01398176213005975,-0.013895393933346156,5.4772099444377886e-05,J751-S_flow,J751-S,"('Fells Point', 'Northside, Drains to Harbor')"
107,0.0006539406808228065,0.00024263862365359046,0.0,-0.03503030949940911,-0.03397251888695685,0.0006539406808228065,J756-S_flow,J756-S,"('Upper Fells Point', 'Northside, Drains to Harbor')"
108,-1.408710311068262e-05,1.1153967053090241e-05,0.0,-0.013603918972837636,-0.013556312064051834,-1.6766870155837665e-05,J758-S_flow,J758-S,"('Fells Point', 'Northside, Drains to Harbor')"
109,1.7404705960677447e-05,5.355568837739355e-06,0.0,1.861281270909565e-05,0.006509386501142078,0.006545920794593263,J760-S_flow,J760-S,"('Fells Point', 'Northside, Drains to Harbor')"
110,-9.209804431353774e-05,-0.7214793158986681,0.0,-0.03852600168431808,-1.489789069873337,-0.8771931873653096,J761-S_flow,J761-S,"('Fells Point', 'Canal Street Creek')"
111,-0.0008057917420112304,-0.001035305179364343,0.0,-0.014260286084592622,-0.01372178859353923,-0.0008282441434910304,J762-S_flow,J762-S,"('Canton Industrial Area', 'Northside, Drains to Harbor')"
112,-6.333185494944438e-05,2.0000213657223043e-05,0.0,-0.012048434302779798,-0.06976371005740134,-0.05829319843226921,J764-S_flow,J764-S,"('Fells Point', 'Northside, Drains to Harbor')"
113,-0.00012363231927847718,-4.1785588809406526e-05,0.0,3.578292603245714e-05,-0.059925788676357006,-0.05979040654198364,J765-S_flow,J765-S,"('Fells Point', 'Northside, Drains to Harbor')"
114,-2.5998527117820913e-06,-1.0745078808938047e-06,0.0,-0.030969191249620387,-0.03424549440538449,-0.0028813100480107323,J772-S_flow,J772-S,"('Canton', 'Northside, Drains to Harbor')"
115,-0.004052744197668545,-0.02059727625859109,0.0,-0.015963723051161782,-0.013126841290798108,0.038020414541130254,J782-S_flow,J782-S,"('Patterson Park', 'Harris Creek')"
116,0.0005867994754211736,0.00021772650219187284,0.0,-0.02582249863698216,-0.024870154707147485,0.0005867994754211736,J787-S_flow,J787-S,"('Berea', 'Armistead Creek')"
117,-0.09025074166207414,-0.32138614421008427,0.0,-0.0641683305863765,-1.5791244390051582,-1.5586862365358338,J789-S_flow,J789-S,"('Dunbar-Broadway', 'Canal Street Creek')"
118,-0.0014814808241929711,-0.0019034505945514368,0.0,-0.020967796601898403,-0.019975755713132592,-0.0015227604756411495,J78-S_flow,J78-S,"('Federal Hill', 'Southside, Drains to Harbor')"
119,0.00043056767750648817,0.0001597581427841277,0.0,-0.027316248720977043,-0.026620263767731522,0.00043056767750648817,J792-S_flow,J792-S,"('Canton', 'Northside, Drains to Harbor')"
120,2.7868814853615476e-06,-6.494124793476885e-09,0.0,-0.009561524670890664,-0.1879969285439822,-0.17713520880236344,J799-S_flow,J799-S,"('Fells Point', 'Northside, Drains to Harbor')"
121,-0.000411300328553299,-0.0005276908877909214,0.0,-0.013483291585969948,-0.012853657663862705,-3.985657495464423e-05,J7-S_flow,J7-S,"('Canton Industrial Area', 'Northside, Drains to Harbor')"
122,-0.03397308312468894,-0.033979511183556355,0.0,-0.03219506647612125,-0.8245345955863383,-0.7715141638704166,J801-S_flow,J801-S,"('Broadway East', 'Canal Street Creek')"
123,-0.00022153062664953538,0.00013094618941744685,0.0,-0.03887370504039378,-0.48174876415360535,-0.44637049915993865,J80-S_flow,J80-S,"('Federal Hill', 'Southside, Drains to Harbor')"
124,3.0574689881657235e-05,1.1342353363197333e-05,0.0,-0.023394316908793122,-0.023297481189012537,8.044421120345646e-05,J88-S_flow,J88-S,"('Federal Hill', 'Southside, Drains to Harbor')"
125,-1.6587403276702162e-05,-2.2548275195655165e-05,0.0,-0.011392185873456029,-0.016736570873383094,-0.0054585340660116,J8-S_flow,J8-S,"('Canton Industrial Area', 'Northside, Drains to Harbor')"
