scenario,row,J509-S_depth,J105-S_depth,J10-S_depth,J116-S_depth,J119-S_depth,J128-S_depth,J130-S_depth,J131-S_depth,J136-S_depth,J138-S_depth,J141-S_depth,J157-S_depth,J163-S_depth,J165-S_depth,J171-S_depth,J177-S_depth,J182-S_depth,J191-S_depth,J1-S_depth,J204-S_depth,J208-S_depth,J211-S_depth,J227-S_depth,J231-S_depth,J232-S_depth,J234-S_depth,J238-S_depth,J240-S_depth,J245-S_depth,J253-S_depth,J260-S_depth,J266-S_depth,J268-S_depth,J273-S_depth,J278-S_depth,J27-S_depth,J280-S_depth,J328-S_depth,J329-S_depth,J338-S_depth,J33-S_depth,J34-S_depth,J361-S_depth,J366-S_depth,J385-S_depth,J3-S_depth,J413-S_depth,J421-S_depth,J42-S_depth,J433-S_depth,J437-S_depth,J438-S_depth,J450-S_depth,J456-S_depth,J45-S_depth,J460-S_depth,J461-S_depth,J46-S_depth,J471-S_depth,J480-S_depth,J484-S_depth,J491-S_depth,J492-S_depth,J49-S_depth,J4-S_depth,J506-S_depth,J507-S_depth,J50-S_depth,J512-S_depth,J534-S_depth,J539-S_depth,J541-S_depth,J548-S_depth,J556-S_depth,J567-S_depth,J568-S_depth,J571-S_depth,J576-S_depth,J578-S_depth,J586-S_depth,J587-S_depth,J592-S_depth,J5-S_depth,J609-S_depth,J60-S_depth,J619-S_depth,J620-S_depth,J624-S_depth,J62-S_depth,J632-S_depth,J637-S_depth,J640-S_depth,J659-S_depth,J672-S_depth,J675-S_depth,J686-S_depth,J694-S_depth,J695-S_depth,J712-S_depth,J714-S_depth,J71-S_depth,J722-S_depth,J72-S_depth,J732-S_depth,J733-S_depth,J748-S_depth,J749-S_depth,J751-S_depth,J756-S_depth,J758-S_depth,J760-S_depth,J761-S_depth,J762-S_depth,J764-S_depth,J765-S_depth,J772-S_depth,J782-S_depth,J787-S_depth,J789-S_depth,J78-S_depth,J792-S_depth,J799-S_depth,J7-S_depth,J801-S_depth,J80-S_depth,J88-S_depth,J8-S_depth
BGN,49,0.0077297186175865,0.0001826176039199,2.5546440374790205e-05,2.7380554262590477e-05,2.862407721131016e-05,3.0004753056770624e-05,0.0,2.7964217684172305e-05,1.9354269258564597e-05,0.0,0.0,2.2677277992442684e-05,0.0003781649921413,2.704026284963718e-05,4.584426428268785e-05,0.0,2.9696684780099936e-05,2.9656201931518306e-05,6.715270555731804e-05,0.0001469917559766,0.0002656580308006,2.689915619804415e-05,2.469437441248334e-05,2.1677130873096085e-05,2.8845650892776952e-05,0.0,3.181230256822605e-05,2.055887664591444e-05,2.7952489045279437e-05,1.178220313953403e-05,2.8240709124110168e-05,7.982342335447829e-05,2.557363306705109e-05,6.959339951372498e-05,2.8192239602791764e-05,2.327475996999649e-05,0.0003423872051011,0.0128178815987353,3.008309509661752e-05,0.0001893708686606,2.629351596670546e-05,0.0001451857297067,0.0003736591036327,2.8904805152826267e-05,0.0240925590081475,3.038883529170162e-05,0.0008316671098723,0.0055386161833576,2.5119434387247443e-05,0.0002314492825809,2.719830785239112e-05,2.6748964935111827e-05,2.3129268658039674e-05,2.603051933012652e-05,0.000162819724235,2.9798963252811965e-05,0.0032770170878873,9.311534984822648e-05,0.0319972199252823,0.0064331434157188,2.9580281352678976e-05,2.858829681325187e-05,0.0001503409999445,0.000110657343021,2.8335067513658244e-05,1.2231187305748757e-05,0.0001646182707954,2.430580905903736e-05,2.8414959178558814e-05,3.08280447933301e-05,1.5105739008440004e-05,5.9290916813205096e-05,0.0178608668706525,8.394826152069757e-05,2.7254492402567112e-05,2.4267187573916818e-05,0.0001500103366562,2.573442597467254e-05,2.462480814802332e-05,2.4364072977886293e-05,0.0002838967282132,2.750278878691136e-05,9.35724698189854e-06,2.5059118818184524e-05,0.0062436869379817,0.0001514472106663,0.0458819445839537,0.0432759910609344,2.673392908243721e-05,0.0001246016610306,2.6149276220132067e-05,3.0053621514944455e-05,0.0070484052022447,0.0051662241413312,2.7987092717618493e-05,4.8835313436388405e-05,1.720086239223458e-07,3.0410232859023095e-05,0.0001078789673053,0.0002396404855311,6.260911499737712e-06,0.0,0.0,2.078769251454349e-05,4.812965549317672e-05,2.118195650898383e-05,0.0001113896142665,0.0,0.0142193832856756,1.4724836160796905e-05,4.029972397194155e-07,0.0,0.0002164093190092,2.488671536482375e-05,2.7633518972548154e-05,3.201624542519844e-05,1.807363702761816e-05,8.658204546771875e-05,0.0001058465924438,0.0,0.0112268465909059,2.4692931108791496e-05,2.564375091577624e-05,2.6132360088741712e-05,0.0,2.3773111542870027e-05,0.0
BGN,50,0.0075274995551907,0.0002494605733889,2.555588713410317e-05,2.7640956633010373e-05,2.862407721131016e-05,3.0004753056770624e-05,0.0,3.1148976162856745e-05,1.942852106404516e-05,0.0,8.075536293207428e-05,2.2806936240742653e-05,0.0002689694726274,2.704026284963718e-05,4.124434664709325e-05,0.0,2.994580349784572e-05,2.9656201931518306e-05,6.863790908173844e-07,0.0002468629584763,0.0002475308093201,2.690093132341089e-05,2.8869140381771224e-05,2.1841524367238344e-05,2.8845650892776952e-05,0.0002673063979608,2.9596002125381206e-05,2.148060712270765e-05,2.7952489045279437e-05,1.0693273915016646e-05,3.455641626264648e-05,1.1945825288993535e-05,0.0001437340684819,8.329652126243165e-05,2.8825345416230452e-05,2.336738163207172e-05,0.0006322666367692,0.0103337186256362,2.958691906495687e-05,0.0001640986132514,2.9574501662042634e-05,0.0003033680665527,0.0005129109106639,2.8904805152826267e-05,0.0222505289456946,3.003472051030364e-05,3.1243595504729904e-05,0.0046446355666849,0.0005146709238633,0.0001816734461812,2.722496689858584e-05,2.745830555101638e-05,2.316633101905428e-05,2.704729467135148e-05,0.0002421116221174,3.158483125474682e-05,0.0023391560691321,5.428464263797633e-05,0.0308406735229821,0.0052811539739595,2.799940138602506e-05,2.884292891228252e-05,0.0001833320563449,9.206363004237771e-06,2.8335067513658244e-05,2.7078399357576187e-05,0.0001134266072841,7.203912490037862e-05,2.89243437086343e-05,2.7808918568583575e-05,1.5105739008440004e-05,0.0,0.0155602012907649,2.581720554294424e-05,2.826071468232972e-05,2.584241782861812e-05,0.0002268795636969,2.573442597467254e-05,2.462480814802332e-05,2.4364072977886293e-05,0.0004899144147744,2.395655373742435e-06,9.35724698189854e-06,2.5159165085617124e-05,0.0058745981196535,0.0002929661712006,0.0435274991826956,0.0414581533183988,2.6054888133142203e-05,9.480560751955684e-05,2.6476990286102847e-05,3.0053621514944455e-05,0.0060641057114103,0.0049805942456437,0.0002090144768687,0.0,1.0148183927969668e-05,3.016161809403528e-05,0.0,0.0001526665205339,6.260911499737712e-06,0.0,0.0,1.3379833713284689e-05,4.154609628921874e-05,2.901428658715264e-05,1.6179353379815175e-05,0.0002164980129979,0.0133496909804925,1.4970226874290336e-05,4.029972397194155e-07,3.41800801430646e-05,0.000238561558292,2.488671536482375e-05,2.7633518972548154e-05,5.960551322355924e-06,2.760101263875504e-05,0.0004218413781001,0.0004774826928905,0.0003539797056304,0.0106674771862273,2.4692931108791496e-05,2.564375091577624e-05,2.565794029245073e-05,0.0,2.427911774532208e-05,0.0
BGN,51,0.0073439220738988,0.0002313252456116,2.556431422514945e-05,2.791765882754343e-05,2.862407721131016e-05,3.0004753056770624e-05,0.0,2.217745204205592e-05,1.9497861445872053e-05,0.0,3.273646147736129e-05,2.2929372774072207e-05,7.390988011665805e-05,2.704026284963718e-05,3.701808351267896e-05,0.0002533075439731,3.0185423640924007e-05,2.9656201931518306e-05,8.014708306131202e-05,0.0002182122140757,0.0004791081744918,2.690093132341089e-05,2.235067608431155e-06,1.2849824160020344e-05,2.8845650892776952e-05,0.0003149117430654,2.756173731013309e-05,2.233063560127542e-05,2.7952489045279437e-05,2.2188397538900627e-05,2.4381589152687488e-05,0.0001295205722548,5.332696154686473e-06,5.414036917006012e-05,2.92704551691838e-05,2.34542141099054e-05,0.0006225979813329,0.0076517307865816,2.823912732172329e-05,0.0,2.572416710814905e-05,0.0003696589329805,0.0004268961031801,2.8904805152826267e-05,0.0204594988475327,2.8721841283854868e-05,3.0972533997623485e-05,0.0038467546153044,0.0003472871924009,0.0001336771723077,2.725229718033073e-05,2.6569273558245595e-05,2.320165615959317e-05,2.844706415998844e-05,0.0001959284879217,3.049532618695492e-05,0.001422389224139,0.0,0.0297233652553801,0.0040728355561836,3.035913734367635e-05,2.8209568741762284e-05,0.0,0.0,2.8335067513658244e-05,2.937582160026292e-05,0.0006860485475769,2.5482555253825355e-05,2.9515566159059566e-05,3.051805426183555e-05,1.5105739008440004e-05,0.0001421294945462,0.0128944025416395,0.0001523376840382,2.846961758018816e-05,2.7315580296185706e-05,7.876131784715219e-05,2.573442597467254e-05,2.462480814802332e-05,2.4364072977886293e-05,0.0003099572514567,2.249515112769068e-06,9.35724698189854e-06,2.5255590422594067e-05,0.005519169596255,0.0004713655364423,0.0412708986108453,0.0397946933885435,2.7091646034178663e-05,6.613195076881098e-05,2.6722161106489663e-05,3.0053621514944455e-05,0.0050198868051672,0.0048121126114068,1.2306753128121169e-05,0.0,1.9487435556750136e-05,3.004154057358917e-05,0.0002614307611591,0.0003656477785472,6.260911499737712e-06,0.0,4.048876963136549e-05,2.702825615634669e-05,3.5497167109557484e-05,6.141982093544617e-06,0.0002135219593786,0.0001918654762455,0.0124682686571031,1.5198791386793778e-05,4.029972397194155e-07,0.0001483634867086,0.000186094838066,2.488671536482375e-05,2.7633518972548154e-05,2.850305709107064e-05,1.7084751734442748e-05,0.0001231342938097,0.0002584019080327,6.920791729556077e-05,0.0101243144479807,2.4692931108791496e-05,2.564375091577624e-05,2.483876011142717e-05,0.0,2.472982958708908e-05,0.0
BGN,52,0.0071732024952311,0.0001255786591731,2.5572707572081047e-05,2.7931065265268397e-05,2.862407721131016e-05,3.0004753056770624e-05,0.0006061713190788,2.247098068026922e-05,1.9541878735767807e-05,0.0,9.648636541319052e-05,2.305057210970692e-05,0.0002217423926693,2.704026284963718e-05,3.3127339672521416e-05,0.0001118553480531,3.0400093210694754e-05,2.9656201931518306e-05,8.119026569094807e-05,8.184535212327853e-05,0.0003000789403885,2.690093132341089e-05,5.702510456074533e-06,2.557906951766812e-05,2.8845650892776952e-05,6.446222838541588e-05,2.5690727033372917e-05,2.3165586930938268e-05,2.7952489045279437e-05,1.2196227061673724e-06,2.341226560954834e-05,9.306931444227228e-06,0.000150976666717,6.923182769599998e-05,2.962845711636629e-05,2.3535773233896072e-05,0.0003594289113456,0.0050248006253219,2.9033810923522e-05,0.0001744530307741,2.700193901471234e-05,0.0004106676546576,0.0001589038127128,2.8904805152826267e-05,0.0186895350469251,2.9410850850217527e-05,2.9299042482097608e-05,0.0031227194307702,0.0003136631930429,8.729372033733943e-05,2.7276713654440696e-05,2.9963015769361404e-05,2.3235263256014092e-05,2.8097769194417225e-05,7.222519732262433e-05,2.866190181155133e-05,0.0005397758593265,0.0003188469493943,0.0285622920477266,0.0028016497011926,2.9984391088102396e-05,2.8186806294261576e-05,0.000129402958745,0.0,2.8335067513658244e-05,2.8560916543665438e-05,0.0001103176440111,2.5711241739143168e-06,2.976420617760958e-05,2.9681677987236305e-05,1.5105739008440004e-05,0.0,0.0093854106512592,0.0002021918014049,2.8589002588833184e-05,2.8755486404087748e-05,0.0002819762184914,2.573442597467254e-05,2.462480814802332e-05,2.4364072977886293e-05,0.0003295861465567,1.4622530596502944e-05,9.35724698189854e-06,2.534191636208354e-05,0.0051651437162484,0.0002005904172866,0.0391558098063332,0.0382811727768022,2.158817710724845e-05,3.847161436851294e-05,2.6729678044789444e-05,3.0053621514944455e-05,0.0039135031278547,0.0046591569368742,0.0,0.0001713674263013,2.82452743332632e-05,2.904322104448769e-05,0.0001685603535685,0.000354841893469,6.260911499737712e-06,0.0,0.0001055891396362,1.834661722744618e-05,8.565526327339772e-05,1.0518581362291522e-05,0.0002364400130747,0.0002857604355222,0.0115739877505012,1.5419971147807587e-05,4.029972397194155e-07,0.0001399354453694,0.0001726951886315,2.488671536482375e-05,2.7633518972548154e-05,2.0171250133285856e-05,1.9070996014546063e-05,0.0002596359209355,0.0004300493769919,0.0002010900794047,0.0095454588604862,2.4692931108791496e-05,2.564375091577624e-05,2.9456440216323057e-05,0.0,2.5177739967773805e-05,0.0
BGN,53,0.0070117370103176,0.0002599975013007,2.5580260737858197e-05,2.794180941983144e-05,2.862407721131016e-05,3.0004753056770624e-05,0.0019605171891296,2.6014870743817543e-05,1.9541878735767807e-05,0.0,0.000107246200938,2.316444337432094e-05,0.0002875678511855,2.704026284963718e-05,5.560097983734437e-05,0.0001312760477752,1.6086739295731453e-05,2.9656201931518306e-05,4.579164397173026e-05,0.0001932040384435,0.0002702417997947,2.690093132341089e-05,9.197631027926308e-06,4.200937540075164e-07,2.8845650892776952e-05,7.008040199511186e-05,2.39665052417014e-05,2.3914339417434613e-05,2.7952489045279437e-05,1.1879501536692323e-05,3.526002993291546e-07,6.913418820073483e-05,0.0001812933430105,8.497245667845307e-05,2.9959006793683348e-05,2.3593273928372013e-05,0.0005013595240815,0.0024685451513347,2.959762807488593e-05,0.0001790359909509,2.8775716658712576e-05,0.0,0.000195862133457,2.8904805152826267e-05,0.0169233937841201,2.9758685063109663e-05,3.068120588045012e-05,0.0024566976548575,6.727204037535372e-05,4.2375529203729104e-05,2.730010403190182e-05,2.823234197660069e-05,2.3267199711993575e-05,0.0,0.0002383947592076,2.992990459383208e-05,0.0005906821398571,9.195145695451996e-05,0.0273477776516432,0.0014639440741899,2.855776328219937e-05,2.867164446495844e-05,0.0001164918055299,6.322667530545883e-05,2.8335067513658244e-05,0.0,9.630122954493266e-05,3.84593737366566e-06,3.0122647206521985e-05,2.896530854429807e-05,1.5105739008440004e-05,0.0,0.0047335765415369,0.0,2.869441861384771e-05,3.009943182201064e-05,0.0002955894623578,2.573442597467254e-05,2.462480814802332e-05,2.4364072977886293e-05,0.0,2.5856572316095687e-05,9.35724698189854e-06,2.543129989389448e-05,0.0048260812998503,0.0004399453940063,0.0372097241161531,0.0369083807778988,2.073792077788523e-05,0.0,2.6738822626735147e-05,3.0053621514944455e-05,0.0027432686205243,0.0045211700967418,0.0003785943371694,8.239120890224182e-05,5.954392247888604e-06,2.7570180530303053e-05,7.57341661610067e-05,0.000148043158276,6.260911499737712e-06,0.0,9.558283700030432e-05,1.8423161845043667e-05,8.06751892345947e-05,1.2410497896153246e-05,0.0002080827704676,0.0001085260020848,0.0106738909314143,1.5619107525759246e-05,4.029972397194155e-07,0.0001321440265195,0.000160316613476,2.488671536482375e-05,2.7633518972548154e-05,2.1151362111056785e-05,1.9585271292601204e-05,0.0001654597103717,9.221004148658777e-05,0.0001753524115866,0.0089577033712284,2.4692931108791496e-05,2.564375091577624e-05,3.998909504098417e-06,2.7988884435881385e-05,2.559888403754889e-05,0.0
BGN,54,0.0068604823123653,9.446057879663334e-05,2.5588415271569396e-05,2.795203114055365e-05,2.862407721131016e-05,3.0004753056770624e-05,0.0030300626603642,2.3386473459925355e-05,1.9541878735767807e-05,0.0,0.0,2.3271670075622845e-05,0.0002398352772595,2.704026284963718e-05,5.233998897413306e-05,0.0001122008922751,1.6280088797056977e-05,2.9656201931518306e-05,5.2901946385392654e-05,0.0001197039197175,0.0002665005965805,2.690093132341089e-05,1.2498028031490387e-05,2.9117498677410207e-05,2.8845650892776952e-05,0.000260554843281,2.237459108932445e-05,2.4669101131769965e-05,2.7952489045279437e-05,1.2709150784461944e-05,5.75037957674359e-08,2.9504129799480856e-06,0.0002093389188594,4.386383982469588e-05,3.015259648690906e-05,2.3593273928372013e-05,0.000346292924988,8.77024265055632e-05,2.961867479970486e-05,3.693800075708121e-05,2.138236013749444e-05,0.0,0.0004055753500886,2.8904805152826267e-05,0.0151426427917692,2.9790922905903912e-05,3.0059922125888988e-05,0.0018347365401494,0.0004442329179144,0.000326468303571,2.730780310391626e-05,2.889284196725207e-05,2.32980631698257e-05,2.9144738808625607e-05,0.0002227825246868,3.0611362464325734e-05,0.0002494076835811,0.0003369370243697,0.0260744997914088,6.152476332148327e-05,2.6070401860047164e-05,3.034864523262536e-05,0.0001993960961392,0.0,2.8335067513658244e-05,2.58988671354351e-05,0.0006260211278233,1.7649585702816396e-05,2.019744494282001e-05,2.9045390195613685e-05,1.5105739008440004e-05,0.0001457509446031,0.0005291159397925,2.8558451117926384e-05,2.8794777332250416e-05,8.288089011012278e-06,0.0002723172931765,2.573442597467254e-05,2.462480814802332e-05,2.4364072977886293e-05,0.0003105777031485,1.628228728832489e-05,9.35724698189854e-06,2.5511649726678485e-05,0.0045086733455136,0.000241467516705,0.0354791732225289,0.035610089719956,3.007498950722501e-05,0.0001909289487989,2.674825772213565e-05,3.0053621514944455e-05,0.0015094103874614,0.0044434505626343,4.979351949895959e-05,0.0001451233760676,1.3692453288378584e-05,2.9559832468496283e-05,0.0002781097737431,0.0001903556715683,6.260911499737712e-06,2.9343033091442205e-05,8.632363510954537e-05,2.1257533562109625e-05,7.607321872925854e-05,2.1590750323847225e-05,3.947581083676665e-05,8.859094839312684e-05,0.0097658443763897,1.5818864283982307e-05,4.029972397194155e-07,0.0001249287145288,0.0001488636079536,2.488671536482375e-05,2.7633518972548154e-05,3.791023278123965e-07,1.995219819753637e-05,0.0002013356378015,0.0001013176274956,8.526825925707442e-05,0.0083665769245316,2.4692931108791496e-05,2.564375091577624e-05,9.431626401996023e-06,2.5658468815236575e-05,2.5995445821406367e-05,0.0
BGN,55,0.0067213360626712,8.059091974301169e-05,2.559575117262065e-05,2.796329859175646e-05,2.862407721131016e-05,3.0004753056770624e-05,0.0025134796505225,1.918561600041004e-05,1.9541878735767807e-05,0.0,0.0,2.337273661955857e-05,0.0,2.704026284963718e-05,4.932139319247668e-05,0.0,1.6472349543158572e-05,2.9656201931518306e-05,6.223119797646403e-05,0.0,0.0002187018631932,2.690093132341089e-05,1.5471486278921903e-05,2.0295378579755636e-05,2.8845650892776952e-05,0.0001772100001203,2.0902212163978525e-05,2.53323553224454e-05,2.7952489045279437e-05,8.619693923261997e-06,9.707120638078009e-06,4.3860251836077305e-06,0.0001625271689842,7.401317750769344e-05,3.0163693158885937e-05,2.3593273928372013e-05,0.0004414239229709,5.315573146448511e-05,2.032655536592552e-05,0.0001854176079246,2.295990422712724e-05,0.0,0.0003341442910008,2.8904805152826267e-05,0.013345736788247,2.972915671598794e-05,3.0180082601754927e-05,0.0012457844376955,0.0004207841944911,0.0002480958850014,2.730780310391626e-05,2.740993832506257e-05,2.332776661881068e-05,3.0008405899419244e-05,7.443402444194726e-05,3.0140768821319077e-05,0.0003255283118898,4.082571386072826e-05,0.0247351583702265,0.0002364330896726,2.8253992310072493e-05,2.8880993411894424e-05,0.0001190770442007,0.0,2.8335067513658244e-05,2.2924127147423076e-05,5.788882637241738e-05,2.8162464693289527e-05,2.043509288666202e-05,2.938277494021379e-05,1.5105739008440004e-05,8.878127417245938e-05,0.0002140099516373,1.2986910299392211e-05,2.8885656152083742e-05,9.515126027594208e-06,0.0001699998967361,2.573442597467254e-05,2.462480814802332e-05,2.4364072977886293e-05,0.0002519794976714,2.6677751815094103e-05,9.35724698189854e-06,2.5589129393038105e-05,0.0041800787670964,6.461759065084808e-05,0.0339647367805989,0.0343466334804271,2.380482581261383e-05,0.0001530738502947,2.675554671561892e-05,3.0053621514944455e-05,0.0002157148100508,0.0044012618268227,0.0001866549871341,0.0001334215554089,2.098226730455645e-05,3.0219171532867025e-05,0.000174402737596,3.251210379712095e-05,6.260911499737712e-06,2.759256808138326e-05,7.774133148398452e-05,1.2815571756166536e-05,7.181322928933226e-05,2.8982159049247684e-05,0.0002110086062137,0.0,0.0088470088756719,1.5999468109857856e-05,4.029972397194155e-07,5.980215677608081e-05,0.0001779607060042,2.488671536482375e-05,2.7633518972548154e-05,4.545631482829769e-06,2.1364459190528484e-05,0.0002051338055227,3.893477871326567e-05,0.0,0.0077660028570851,2.4692931108791496e-05,2.564375091577624e-05,1.5811672114440046e-05,2.3516897021423158e-05,2.6369498621774516e-05,0.0
BGN,56,0.0065954120571011,0.0002049475300117,2.5602935660450323e-05,2.7971658784335067e-05,2.862407721131016e-05,3.0004753056770624e-05,0.001185310238355,7.871551343228213e-06,1.9541878735767807e-05,2.6744818761147328e-05,0.0,2.346453108022744e-05,0.0002061236751584,2.704026284963718e-05,4.6522510273012456e-05,0.000202390783291,1.6488903072590794e-05,2.9656201931518306e-05,4.545870705290929e-05,0.0,7.380263427486494e-05,2.690093132341089e-05,1.8157072666762712e-05,5.309554107677122e-06,2.8845650892776952e-05,0.00028009885995,1.953807129881917e-05,2.599594106674017e-05,2.7952489045279437e-05,6.878590982512108e-06,5.147287003609164e-08,9.09354450722356e-06,3.562263266046653e-05,3.3498064958918104e-05,3.0172668337076062e-05,2.3593273928372013e-05,0.0002361677794656,0.0,9.283354775571994e-06,0.0001746895357315,2.44383821542652e-05,0.0,4.1857031910053365e-05,2.8904805152826267e-05,0.0115904154297317,2.929510388972789e-05,2.983985911979837e-05,0.0006811798446567,0.0001272100093955,0.0001635136611846,2.730780310391626e-05,2.699046897335561e-05,2.33549710670234e-05,2.4480242984046132e-05,0.0,2.978580085875376e-05,0.0003857390324145,0.0002965248851019,0.0233224773691733,0.0001804154745142,2.8966910841892497e-05,2.892534163780656e-05,3.160873465104705e-05,0.0,2.8335067513658244e-05,5.615424268410484e-06,0.0005473650623839,1.223841484104173e-05,2.084190788780596e-05,3.0185392013281503e-05,1.5105739008440004e-05,6.334726215302727e-05,0.000562709050902,5.132911634626321e-06,2.893599942694544e-05,1.066303024853409e-05,0.0002307176859569,2.573442597467254e-05,2.462480814802332e-05,2.4364072977886293e-05,0.0003006531216814,2.938372495767863e-05,9.35724698189854e-06,2.5667859351196302e-05,0.0038658277275363,0.0003461632917699,0.0325660400491316,0.0331639594384267,2.143721890391332e-05,6.046691848561309e-05,2.6761347464825328e-05,3.0053621514944455e-05,0.0004966331885039,0.0043729738663296,0.0002533272687451,0.0001480759308453,2.785936261831725e-05,2.9444837146351163e-05,6.494409302961493e-05,0.0001003195879204,6.260911499737712e-06,2.59704673098243e-05,6.977361931593176e-05,2.661240125079087e-05,6.786322833817086e-05,6.046472162757128e-07,5.466914324113713e-05,0.0002550657351527,0.0079146138713826,1.614819156993094e-05,4.029972397194155e-07,5.33807458981741e-05,0.0001684077739689,2.488671536482375e-05,2.7633518972548154e-05,7.459577170960023e-06,2.489808457747916e-05,3.446297141372323e-05,0.0002715854000211,0.0,0.0071678634312561,2.4692931108791496e-05,2.564375091577624e-05,2.18289366361626e-05,2.1544942257865045e-05,2.673685941177039e-05,0.0
BGN,57,0.0064821582830182,0.000124788317863,2.5609456658142458e-05,2.797798461200069e-05,2.862407721131016e-05,3.0004753056770624e-05,0.0004636351020864,1.2393705026826424e-05,1.9541878735767807e-05,2.5214828490874788e-05,0.0002144901821883,2.346453108022744e-05,0.0001009812166154,2.704026284963718e-05,4.39231991425005e-05,0.0001880544019683,1.6488903072590794e-05,2.9656201931518306e-05,3.8587100486398514e-05,0.0001110824493322,6.963827478627335e-05,2.690093132341089e-05,2.0777407926734968e-05,1.5454781445631363e-05,2.8845650892776952e-05,0.0001275713863018,1.8272149351722816e-05,2.661531042808104e-05,2.7952489045279437e-05,1.5522600477908856e-05,2.7644513761660613e-05,6.816904438400418e-05,5.758123180203028e-06,4.241299772885934e-05,3.0181742560488275e-05,2.3593273928372013e-05,0.0001713204925361,3.572342491346737e-05,2.893805161331415e-05,0.0,2.578962812784317e-05,0.0,9.059052750778809e-05,2.8904805152826267e-05,0.0099071357609941,2.935251957361544e-05,3.200729710732707e-05,0.0001272467193209,0.0003786917943822,0.0,2.730780310391626e-05,2.698546128408429e-05,2.336387313978224e-05,2.6519268189679464e-05,0.0001281364950503,2.680886755412419e-05,0.0001051121386894,0.0003271491732288,0.0218323247328653,0.0003022961612837,2.4007323381056497e-05,2.8929714880967144e-05,7.358445943423712e-05,0.0,2.8335067513658244e-05,2.9418438341370747e-05,0.0002170257064419,3.761709872163057e-06,2.1117339799109756e-05,3.0140455747217352e-05,1.5105739008440004e-05,0.0001242298271441,0.0001434147914989,1.8525745132896906e-05,2.893599942694544e-05,1.177641885456576e-05,0.0002120948103776,2.573442597467254e-05,2.462480814802332e-05,2.4364072977886293e-05,6.543054325462293e-05,2.183177998104814e-05,9.35724698189854e-06,2.573911734027804e-05,0.0035560119956172,0.0001974418293802,0.0312526378979037,0.0320832402251886,2.6788704063050934e-05,0.0001203891013888,2.676606074276902e-05,3.0053621514944455e-05,5.961305393777514e-05,0.0043513954232633,5.9333117355509184e-05,6.108452279517544e-05,3.853813463875936e-06,2.9769493840236424e-05,0.000204499213903,0.0003389083265802,6.260911499737712e-06,2.446487719278396e-05,0.0,1.7573597331826325e-08,6.419480657261251e-05,8.444559499369289e-06,0.0001495757574813,0.0001186794238572,0.0069660526204378,1.614819156993094e-05,4.029972397194155e-07,4.74056705134365e-05,0.0001595818783652,2.488671536482375e-05,2.7633518972548154e-05,7.511688699865685e-06,1.6135907381429075e-05,9.466494590997592e-05,6.346092424434004e-05,0.0003191033889133,0.0066082690414619,2.4692931108791496e-05,2.564375091577624e-05,2.807873958283687e-05,1.97257169768522e-05,2.7086502771383386e-05,0.0
BGN,58,0.0063797617888638,0.0,2.56162904866688e-05,2.797798461200069e-05,2.862407721131016e-05,3.0004753056770624e-05,0.0,1.7020097612915194e-05,1.9541878735767807e-05,2.37922916830444e-05,0.0001257614604459,2.346453108022744e-05,5.594036326204614e-05,2.704026284963718e-05,4.1505530159295984e-05,0.0,1.6488903072590794e-05,2.9656201931518306e-05,4.369822528958696e-05,3.90278516372016e-05,5.213826772502979e-05,2.690093132341089e-05,2.3425079898838803e-05,2.008642905142094e-05,2.8845650892776952e-05,0.0001344894303024,1.709553779170543e-05,2.7188200215171395e-05,2.7952489045279437e-05,1.937722198136156e-05,1.761354266092949e-05,9.213453068134938e-05,9.119293591650584e-07,0.0,3.0190393765097183e-05,2.3593273928372013e-05,0.0001542039953293,0.0002208544956622,5.876881530089122e-06,0.000132052099447,2.7488202574417827e-05,0.0,6.651952634127123e-05,2.8904805152826267e-05,0.0082824546817508,2.9515008775774843e-05,0.0001350762208898,3.075083783263847e-05,0.0,8.701243445008832e-05,2.730780310391626e-05,2.698546128408429e-05,2.336387313978224e-05,1.085435031365853e-05,0.0001161527661208,2.908354444374505e-05,0.0007535803958804,0.0,0.0202524826891202,0.0001598250924176,2.8318714565141865e-05,2.9035820285940185e-05,0.0,0.0,2.8335067513658244e-05,2.77608668724558e-05,0.0001861974553317,2.9130044994625895e-05,2.1123838648857405e-05,3.013090089545467e-05,1.5105739008440004e-05,5.004179715762977e-05,3.561907494065949e-05,1.575765109123926e-05,2.893599942694544e-05,1.2786157264194764e-05,0.0,2.573442597467254e-05,2.462480814802332e-05,2.4364072977886293e-05,0.0002620374995182,1.802866885794393e-05,9.35724698189854e-06,2.5807536169990556e-05,0.0032691689403049,4.691959012451492e-05,0.0300062829164582,0.0311184326376982,2.7975254780719663e-05,0.0,2.676606074276902e-05,3.0053621514944455e-05,0.0003473605943901,0.0043333185444466,6.631593041318378e-05,0.0001733003048629,9.998316855194936e-06,2.8559087514456177e-05,0.0002118134172857,0.0,6.260911499737712e-06,2.3065255018293287e-05,0.0,3.024848334933425e-05,6.078267315229245e-05,1.545151731719449e-05,0.0001754493895707,0.0001863584439583,0.0059990067272484,1.614819156993094e-05,4.029972397194155e-07,4.183782527230842e-05,0.0001513969078711,2.488671536482375e-05,2.7633518972548154e-05,7.562487825073843e-06,2.6746229969893142e-05,8.377015892204435e-05,0.0001212672567284,0.0002096077805086,0.0060448803585422,2.4692931108791496e-05,2.564375091577624e-05,2.8862313307401598e-05,1.804434385561317e-05,2.7419646376059227e-05,0.0
