,node,scenario,count,time_above
0,J105-S_depth,BGN,0,0
1,J10-S_depth,BGN,22,110
2,J116-S_depth,BGN,16,80
3,J119-S_depth,BGN,1,5
4,J128-S_depth,BGN,16,80
5,J130-S_depth,BGN,52,260
6,J131-S_depth,BGN,3,15
7,J136-S_depth,BGN,30,150
8,J138-S_depth,BGN,6,30
9,J141-S_depth,BGN,0,0
10,J157-S_depth,BGN,27,135
11,J163-S_depth,BGN,0,0
12,J165-S_depth,BGN,0,0
13,J171-S_depth,BGN,0,0
14,J177-S_depth,BGN,0,0
15,J182-S_depth,BGN,31,155
16,J191-S_depth,BGN,14,70
17,J1-S_depth,BGN,0,0
18,J204-S_depth,BGN,0,0
19,J208-S_depth,BGN,7,35
20,J211-S_depth,BGN,6,30
21,J227-S_depth,BGN,41,205
22,J231-S_depth,BGN,0,0
23,J232-S_depth,BGN,0,0
24,J234-S_depth,BGN,0,0
25,J238-S_depth,BGN,0,0
26,J240-S_depth,BGN,5,25
27,J245-S_depth,BGN,30,150
28,J253-S_depth,BGN,5,25
29,J260-S_depth,BGN,0,0
30,J266-S_depth,BGN,0,0
31,J268-S_depth,BGN,0,0
32,J273-S_depth,BGN,0,0
33,J278-S_depth,BGN,10,50
34,J27-S_depth,BGN,6,30
35,J280-S_depth,BGN,21,105
36,J328-S_depth,BGN,21,105
37,J329-S_depth,BGN,9,45
38,J338-S_depth,BGN,22,110
39,J33-S_depth,BGN,44,220
40,J34-S_depth,BGN,0,0
41,J361-S_depth,BGN,15,75
42,J366-S_depth,BGN,11,55
43,J385-S_depth,BGN,23,115
44,J3-S_depth,BGN,18,90
45,J413-S_depth,BGN,1,5
46,J421-S_depth,BGN,25,125
47,J42-S_depth,BGN,0,0
48,J433-S_depth,BGN,0,0
49,J437-S_depth,BGN,5,25
50,J438-S_depth,BGN,36,180
51,J450-S_depth,BGN,0,0
52,J456-S_depth,BGN,1,5
53,J45-S_depth,BGN,0,0
54,J460-S_depth,BGN,0,0
55,J461-S_depth,BGN,9,45
56,J46-S_depth,BGN,0,0
57,J471-S_depth,BGN,16,80
58,J480-S_depth,BGN,7,35
59,J484-S_depth,BGN,25,125
60,J491-S_depth,BGN,16,80
61,J492-S_depth,BGN,0,0
62,J49-S_depth,BGN,0,0
63,J4-S_depth,BGN,4,20
64,J506-S_depth,BGN,8,40
65,J507-S_depth,BGN,29,145
66,J50-S_depth,BGN,0,0
67,J512-S_depth,BGN,18,90
68,J534-S_depth,BGN,11,55
69,J539-S_depth,BGN,38,190
70,J541-S_depth,BGN,1,5
71,J548-S_depth,BGN,27,135
72,J556-S_depth,BGN,22,110
73,J567-S_depth,BGN,0,0
74,J568-S_depth,BGN,20,100
75,J571-S_depth,BGN,0,0
76,J576-S_depth,BGN,13,65
77,J578-S_depth,BGN,17,85
78,J586-S_depth,BGN,0,0
79,J587-S_depth,BGN,11,55
80,J592-S_depth,BGN,0,0
81,J5-S_depth,BGN,18,90
82,J609-S_depth,BGN,0,0
83,J60-S_depth,BGN,5,25
84,J619-S_depth,BGN,6,30
85,J620-S_depth,BGN,64,320
86,J624-S_depth,BGN,56,280
87,J62-S_depth,BGN,37,185
88,J632-S_depth,BGN,0,0
89,J637-S_depth,BGN,14,70
90,J640-S_depth,BGN,13,65
91,J659-S_depth,BGN,10,50
92,J672-S_depth,BGN,3,15
93,J675-S_depth,BGN,8,40
94,J686-S_depth,BGN,0,0
95,J694-S_depth,BGN,0,0
96,J695-S_depth,BGN,4,20
97,J712-S_depth,BGN,0,0
98,J714-S_depth,BGN,7,35
99,J71-S_depth,BGN,33,165
100,J722-S_depth,BGN,0,0
101,J72-S_depth,BGN,0,0
102,J732-S_depth,BGN,23,115
103,J733-S_depth,BGN,0,0
104,J748-S_depth,BGN,0,0
105,J749-S_depth,BGN,7,35
106,J751-S_depth,BGN,0,0
107,J756-S_depth,BGN,11,55
108,J758-S_depth,BGN,0,0
109,J760-S_depth,BGN,0,0
110,J761-S_depth,BGN,37,185
111,J762-S_depth,BGN,0,0
112,J764-S_depth,BGN,0,0
113,J765-S_depth,BGN,3,15
114,J772-S_depth,BGN,9,45
115,J782-S_depth,BGN,0,0
116,J787-S_depth,BGN,0,0
117,J789-S_depth,BGN,3,15
118,J78-S_depth,BGN,0,0
119,J792-S_depth,BGN,19,95
120,J799-S_depth,BGN,4,20
121,J7-S_depth,BGN,26,130
122,J801-S_depth,BGN,0,0
123,J80-S_depth,BGN,0,0
124,J88-S_depth,BGN,38,190
125,J8-S_depth,BGN,34,170
126,J105-S_depth,BGNx3,0,0
127,J10-S_depth,BGNx3,22,110
128,J116-S_depth,BGNx3,16,80
129,J119-S_depth,BGNx3,1,5
130,J128-S_depth,BGNx3,16,80
131,J130-S_depth,BGNx3,52,260
132,J131-S_depth,BGNx3,3,15
133,J136-S_depth,BGNx3,30,150
134,J138-S_depth,BGNx3,6,30
135,J141-S_depth,BGNx3,0,0
136,J157-S_depth,BGNx3,27,135
137,J163-S_depth,BGNx3,0,0
138,J165-S_depth,BGNx3,0,0
139,J171-S_depth,BGNx3,0,0
140,J177-S_depth,BGNx3,0,0
141,J182-S_depth,BGNx3,31,155
142,J191-S_depth,BGNx3,14,70
143,J1-S_depth,BGNx3,0,0
144,J204-S_depth,BGNx3,0,0
145,J208-S_depth,BGNx3,7,35
146,J211-S_depth,BGNx3,4,20
147,J227-S_depth,BGNx3,41,205
148,J231-S_depth,BGNx3,0,0
149,J232-S_depth,BGNx3,0,0
150,J234-S_depth,BGNx3,0,0
151,J238-S_depth,BGNx3,0,0
152,J240-S_depth,BGNx3,5,25
153,J245-S_depth,BGNx3,30,150
154,J253-S_depth,BGNx3,2,10
155,J260-S_depth,BGNx3,0,0
156,J266-S_depth,BGNx3,0,0
157,J268-S_depth,BGNx3,0,0
158,J273-S_depth,BGNx3,0,0
159,J278-S_depth,BGNx3,10,50
160,J27-S_depth,BGNx3,6,30
161,J280-S_depth,BGNx3,21,105
162,J328-S_depth,BGNx3,21,105
163,J329-S_depth,BGNx3,9,45
164,J338-S_depth,BGNx3,20,100
165,J33-S_depth,BGNx3,44,220
166,J34-S_depth,BGNx3,0,0
167,J361-S_depth,BGNx3,15,75
168,J366-S_depth,BGNx3,11,55
169,J385-S_depth,BGNx3,22,110
170,J3-S_depth,BGNx3,18,90
171,J413-S_depth,BGNx3,1,5
172,J421-S_depth,BGNx3,23,115
173,J42-S_depth,BGNx3,0,0
174,J433-S_depth,BGNx3,0,0
175,J437-S_depth,BGNx3,3,15
176,J438-S_depth,BGNx3,35,175
177,J450-S_depth,BGNx3,0,0
178,J456-S_depth,BGNx3,1,5
179,J45-S_depth,BGNx3,0,0
180,J460-S_depth,BGNx3,0,0
181,J461-S_depth,BGNx3,9,45
182,J46-S_depth,BGNx3,0,0
183,J471-S_depth,BGNx3,16,80
184,J480-S_depth,BGNx3,7,35
185,J484-S_depth,BGNx3,25,125
186,J491-S_depth,BGNx3,16,80
187,J492-S_depth,BGNx3,0,0
188,J49-S_depth,BGNx3,0,0
189,J4-S_depth,BGNx3,4,20
190,J506-S_depth,BGNx3,8,40
191,J507-S_depth,BGNx3,29,145
192,J50-S_depth,BGNx3,0,0
193,J512-S_depth,BGNx3,18,90
194,J534-S_depth,BGNx3,9,45
195,J539-S_depth,BGNx3,38,190
196,J541-S_depth,BGNx3,1,5
197,J548-S_depth,BGNx3,27,135
198,J556-S_depth,BGNx3,22,110
199,J567-S_depth,BGNx3,0,0
200,J568-S_depth,BGNx3,20,100
201,J571-S_depth,BGNx3,0,0
202,J576-S_depth,BGNx3,12,60
203,J578-S_depth,BGNx3,15,75
