,node_name,Base,I,UG+I,V,V&I,node_id,neighborhood
34,J27-S_flow,0.991032452293552,1.0273700356607878,0.9910170297720288,0.9909542145351132,1.0273575441489309,J27-S,"('Locust Point', 'Southside, Drains to Harbor')"
35,J280-S_flow,4.42240945451165,2.8990548477644125,4.432490115115662,4.082737407413901,2.647626483851139,J280-S,"('Broadway East', 'Canal Street Creek')"
36,J328-S_flow,4.670426992780468,4.670426992780468,4.670426992780468,4.437540705548666,4.437540705548666,J328-S,"('Broadway East', 'Canal Street Creek')"
37,J329-S_flow,6.824980751497591,5.460234070762328,6.813035077358637,6.4304431622282445,5.148190830935813,J329-S,"('Broadway East', 'Canal Street Creek')"
38,J338-S_flow,4.285195811305979,2.795870186620753,4.280557301364667,3.951883781763731,2.5465860801815507,J338-S,"('Eager Park', 'Canal Street Creek')"
39,J33-S_flow,7.414787262658053,7.419036842733629,7.414708176587004,7.413742995909331,7.418990064634569,J33-S,"('Locust Point', 'Southside, Drains to Harbor')"
40,J34-S_flow,4.933607397187181,4.933384213394747,4.933602409839864,4.9333168842059685,4.933371745026456,J34-S,"('Locust Point', 'Southside, Drains to Harbor')"
41,J361-S_flow,5.460286895157351,3.693144682236544,5.446848747051399,5.199543488053999,3.577703268928176,J361-S,"('Eager Park', 'Canal Street Creek')"
42,J366-S_flow,2.6859043246416587,1.33240756607913,2.677009354308553,2.415472289963503,1.169166637584693,J366-S,"('Eager Park', 'Canal Street Creek')"
43,J385-S_flow,14.136826236364188,15.492657925848416,13.627245355905112,13.054925447529376,14.28811925303478,J385-S,"('Broadway East', 'Harris Creek')"
44,J3-S_flow,4.950531762352703,4.883940205467381,4.950532578844734,4.8370747998985975,4.772867861003537,J3-S,"('Fells Point', 'Northside, Drains to Harbor')"
45,J413-S_flow,5.272491575719909,5.272491575719909,5.272491575719909,5.185024442101319,5.185024442101319,J413-S,"('Broadway East', 'Harris Creek')"
46,J421-S_flow,17.554089398287264,18.74456879217424,16.67212721903849,16.59959035812218,17.682024659986652,J421-S,"('McElderry Park', 'Harris Creek')"
47,J42-S_flow,4.38551502536982,4.3847934587242445,4.385498900975504,4.384575779400998,4.384753147738458,J42-S,"('Locust Point', 'Southside, Drains to Harbor')"
48,J433-S_flow,3.4509782716805044,3.4509782716805044,3.4509782716805044,3.441781050712593,3.441781050712593,J433-S,"('Madison-Eastend', 'Harris Creek')"
49,J437-S_flow,3.916752118158916,3.9445629680026495,3.916731981834129,3.9070713080816017,3.934948411926761,J437-S,"('Patterson Park', 'Harris Creek')"
50,J438-S_flow,7.780804548411132,5.46872986633979,7.284559973725519,7.273625854994229,5.131731606096027,J438-S,"('McElderry Park', 'Harris Creek')"
51,J450-S_flow,3.3498056403756737,3.348413575258921,3.349808133243527,3.3409952510846144,3.339609564236721,J450-S,"('Madison-Eastend', 'Harris Creek')"
52,J456-S_flow,1.350439263813218,1.3504915686070107,1.3504404326354256,1.3505073477068144,1.3504944906625296,J456-S,"('Orangeville', 'Harris Creek')"
53,J45-S_flow,0.9771673575796662,0.9770505661136564,0.977164747714504,0.977015332933966,0.9770440414507509,J45-S,"('Locust Point', 'Southside, Drains to Harbor')"
54,J460-S_flow,3.011087142360892,2.616845232007365,3.0111023968073614,2.980372222150544,2.5887053413196237,J460-S,"('Orangeville', 'Harris Creek')"
55,J461-S_flow,5.830883890997743,5.482575396785328,5.830906567497331,5.795860531923627,5.4493353894770085,J461-S,"('Baltimore Highlands', 'Harris Creek')"
56,J46-S_flow,2.8951171312468063,2.8945066831147086,2.895103489947765,2.888378532353405,2.888527788951383,J46-S,"('Locust Point', 'Southside, Drains to Harbor')"
57,J471-S_flow,2.0959355935527517,2.0957826624546003,2.095932176098044,2.0462178395292794,2.046255659847093,J471-S,"('Orangeville', 'Harris Creek')"
58,J480-S_flow,7.221942117767914,7.220934437358532,7.221919599769939,7.193702797684288,7.193947108567397,J480-S,"('McElderry Park', 'Harris Creek')"
59,J484-S_flow,6.6526548076523895,4.884706697753681,6.652666648974622,6.638106546808047,4.875719791751165,J484-S,"('Baltimore Highlands', 'Harris Creek')"
60,J491-S_flow,9.52030214380227,8.335113662648707,9.520325565532842,9.494851660499922,8.314909402552155,J491-S,"('Kresson', 'Harris Creek')"
61,J492-S_flow,2.259805668647819,2.2593824003002765,2.259796210137259,2.259254710407722,2.2593587540238778,J492-S,"('Baltimore Highlands', 'Harris Creek')"
62,J49-S_flow,2.079091306760659,2.078837411351284,2.079085633120226,2.060279810393771,2.060340392417551,J49-S,"('Washington Hill', 'Canal Street Creek')"
63,J4-S_flow,1.506135203736587,1.5061319591751623,1.5061362046208289,1.506118923133209,1.506131270021464,J4-S,"('Canton', 'Northside, Drains to Harbor')"
64,J506-S_flow,2.347696958617821,2.347247321139513,2.347686910852943,2.3441372376843423,2.344247290646464,J506-S,"('Baltimore Highlands', 'Harris Creek')"
65,J507-S_flow,5.418448790572024,3.2270384118413595,5.418448021185668,5.409765381678879,3.2199752133902013,J507-S,"('Patterson Park', 'Harris Creek')"
66,J50-S_flow,3.3286458759040003,3.287990933729921,3.328630350005974,3.3121392146913204,3.271879095053565,J50-S,"('Washington Hill', 'Canal Street Creek')"
67,J512-S_flow,4.945962421343785,2.8116824230681585,4.945962911397533,4.937227289151361,2.808743591201539,J512-S,"('Patterson Park', 'Harris Creek')"
68,J534-S_flow,6.6630528864577965,6.649821461681247,6.662907236385928,6.641706259693453,6.628804054224894,J534-S,"('Patterson Park', 'Harris Creek')"
69,J539-S_flow,3.9353329140395896,3.8079792556599945,3.935332912447259,3.655490023082843,3.5370653470999627,J539-S,"('Canton', 'Northside, Drains to Harbor')"
70,J541-S_flow,1.9428196770381445,1.9426305685193324,1.942815451149456,1.942573519022037,1.942620003797611,J541-S,"('Canton Industrial Area', 'Northside, Drains to Harbor')"
71,J548-S_flow,5.982540079403801,5.982540079403801,5.982540079403801,5.572206042669973,5.572206042669973,J548-S,"('Canton', 'Northside, Drains to Harbor')"
72,J556-S_flow,3.326747189715212,3.327852577328956,3.326746658729876,3.3267464985952717,3.327852319917291,J556-S,"('Canton', 'Harris Creek')"
73,J567-S_flow,3.652876665693402,3.650884967381694,3.652876670011278,3.63353032188617,3.631541921056064,J567-S,"('Berea', 'Armistead Creek')"
74,J568-S_flow,3.928655012469778,3.4816657503679926,3.9286163915672594,3.910834030611756,3.466590398910238,J568-S,"('Berea', 'Armistead Creek')"
75,J571-S_flow,2.079248720686966,2.0805259329592496,2.08120046069055,2.078849591851877,2.079316572588931,J571-S,"('Berea', 'Armistead Creek')"
76,J576-S_flow,1.6631896921207403,0.3224970971630425,1.6582292433185577,1.5539265661560455,0.2990021721109042,J576-S,"('Dunbar-Broadway', 'Canal Street Creek')"
77,J578-S_flow,4.692585094305555,4.733436109624812,4.692441503884655,4.692091199632403,4.733416044055527,J578-S,"('Dunbar-Broadway', 'Canal Street Creek')"
78,J586-S_flow,0.4240131655211097,0.2008758718704196,0.4240128792949664,0.4187040166437729,0.198442548236866,J586-S,"('Dunbar-Broadway', 'Canal Street Creek')"
79,J587-S_flow,2.9850938091433816,2.9850938091433816,2.9850938091433816,2.814966997320698,2.814966997320698,J587-S,"('Downtown', 'Southside, Drains to Harbor')"
80,J592-S_flow,1.928883557303944,1.919934807221124,1.928884563790456,1.9158224443502003,1.9074458605624016,J592-S,"('Dunbar-Broadway', 'Canal Street Creek')"
81,J5-S_flow,2.0556000649641617,2.0574940802202697,2.055589866352231,2.0554563611799344,2.0574871410545383,J5-S,"('Canton', 'Northside, Drains to Harbor')"
82,J609-S_flow,4.927722832129995,4.924253842571845,4.927656280372109,4.927730540993272,4.924250575878663,J609-S,"('Dunbar-Broadway', 'Canal Street Creek')"
83,J60-S_flow,2.918486937112428,2.917948150658719,2.918474897191674,2.909011713286664,2.9091430048932936,J60-S,"('Downtown', 'Southside, Drains to Harbor')"
84,J619-S_flow,5.160874658337568,5.160263282124497,5.160860996299287,5.160078844607704,5.160229127028796,J619-S,"('Dunbar-Broadway', 'Canal Street Creek')"
85,J620-S_flow,15.256597077706166,16.884936371924145,14.863717708583064,14.186448580787228,15.759532306255537,J620-S,"('Broadway East', 'Harris Creek')"
86,J624-S_flow,15.411320376725696,17.087738991860036,15.015289940781456,14.397601154943503,15.937192396124203,J624-S,"('Broadway East', 'Harris Creek')"
87,J62-S_flow,2.8043561790755733,2.8841888974357603,2.8042854728726705,2.7961705120088984,2.876076603808797,J62-S,"('Downtown', 'Southside, Drains to Harbor')"
88,J632-S_flow,1.8533304267710324,1.8533304267710324,1.8533304267710324,1.8398551047104728,1.8398551047104728,J632-S,"('Eager Park', 'Canal Street Creek')"
89,J637-S_flow,5.136084391871208,3.361897725483749,5.122219748675983,4.862436269791404,3.2700704205641435,J637-S,"('Eager Park', 'Canal Street Creek')"
90,J640-S_flow,2.706529880085177,1.0769452406842237,2.697757614956493,2.5446607767631275,1.0267713492246875,J640-S,"('Eager Park', 'Canal Street Creek')"
91,J659-S_flow,6.412033520256965,6.412033520256965,6.412033520256965,6.405960046066222,6.405960046066222,J659-S,"('Baltimore Highlands', 'Harris Creek')"
92,J672-S_flow,5.752161026641044,5.769502151273449,5.745404827703777,5.748764515983645,5.76590685364368,J672-S,"('Canton', 'Harris Creek')"
93,J675-S_flow,3.7887242294121752,3.788074347744217,3.7887097069168014,3.787878294056676,3.788038041505783,J675-S,"('Canton', 'Harris Creek')"
94,J686-S_flow,3.1122503063942126,3.112302350775002,3.112251469397135,3.1123180513144586,3.1123052582823085,J686-S,"('Canton', 'Harris Creek')"
95,J694-S_flow,0.0254945242663403,0.0254945754128534,0.0254946024246056,0.025494508283055,0.0254945269834988,J694-S,"('Canton', 'Harris Creek')"
96,J695-S_flow,5.200352721772086,4.478890750870892,5.2002308783306805,5.200293940560548,4.478824242437158,J695-S,"('Canton', 'Harris Creek')"
97,J712-S_flow,3.971460915806867,3.971372101404381,3.971458931127482,3.9610730571759127,3.961094111001698,J712-S,"('Patterson Park', 'Harris Creek')"
98,J714-S_flow,3.71727730015914,3.71727730015914,3.71727730015914,3.716212799173657,3.716212799173657,J714-S,"('Upper Fells Point', 'Northside, Drains to Harbor')"
99,J71-S_flow,2.041389443539055,1.667375687578034,2.041505064365837,2.0304356945452566,1.6649276348392348,J71-S,"('Federal Hill', 'Southside, Drains to Harbor')"
100,J722-S_flow,1.084103344117439,1.0840364782342096,1.0841018499077582,1.0840163064035149,1.0840327427100067,J722-S,"('Fells Point', 'Northside, Drains to Harbor')"
101,J72-S_flow,2.5582515355932616,2.5580314507448425,2.55824661749609,2.526309278134315,2.5263617745087137,J72-S,"('Federal Hill', 'Southside, Drains to Harbor')"
102,J732-S_flow,3.563065864742878,3.5944770034129525,3.563067654268352,3.562119235201004,3.5935265930085856,J732-S,"('Fells Point', 'Northside, Drains to Harbor')"
103,J733-S_flow,2.169549222128444,2.169355909916914,2.169544902302488,2.1692975922665085,2.1693451103520247,J733-S,"('Canton', 'Northside, Drains to Harbor')"
104,J748-S_flow,0.9283509137218846,0.3857648133244954,0.9283486843754892,0.923164507205274,0.3836864193172679,J748-S,"('Washington Hill', 'Canal Street Creek')"
105,J749-S_flow,4.057030053664354,3.2362870957705736,4.057051107871203,4.045099540486724,3.228483401921841,J749-S,"('Fells Point', 'Canal Street Creek')"
106,J751-S_flow,2.2164956476970694,2.215997895307418,2.216484524738641,2.215847735368641,2.2159700879113484,J751-S,"('Fells Point', 'Northside, Drains to Harbor')"
107,J756-S_flow,5.153822445039442,5.153822445039442,5.153822445039442,5.045287026746635,5.045287026746635,J756-S,"('Upper Fells Point', 'Northside, Drains to Harbor')"
108,J758-S_flow,2.116559221219479,2.117732972714001,2.116559221216947,2.1165592212147954,2.117733544927696,J758-S,"('Fells Point', 'Northside, Drains to Harbor')"
109,J760-S_flow,1.0623573166114773,1.057583884843912,1.0623472234181666,1.0623527891536122,1.0575821632216835,J760-S,"('Fells Point', 'Northside, Drains to Harbor')"
110,J761-S_flow,3.0474714549236626,2.0500014512657603,3.0473649498538844,3.0358201959795825,2.0413612098833678,J761-S,"('Fells Point', 'Canal Street Creek')"
111,J762-S_flow,2.734998662348657,2.73474632176266,2.73499302345288,2.7288429325393198,2.728904153784842,J762-S,"('Canton Industrial Area', 'Northside, Drains to Harbor')"
112,J764-S_flow,1.5425851772459953,1.3024486340656047,1.5425352567934842,1.5425795864642236,1.302448641729448,J764-S,"('Fells Point', 'Northside, Drains to Harbor')"
113,J765-S_flow,0.5052231889591885,0.3376232080633664,0.5052201081889233,0.5052236648886733,0.3376228554513104,J765-S,"('Fells Point', 'Northside, Drains to Harbor')"
114,J772-S_flow,5.763947422000947,5.763749394142456,5.763947422501045,5.361780945326504,5.361065446719096,J772-S,"('Canton', 'Northside, Drains to Harbor')"
115,J782-S_flow,0.2187706536225244,0.2187706536225244,0.2187706536225244,0.2187706536225244,0.2187706536225244,J782-S,"('Patterson Park', 'Harris Creek')"
116,J787-S_flow,3.743474554872124,3.743474554872124,3.743474554872124,3.723932889015644,3.723932889015644,J787-S,"('Berea', 'Armistead Creek')"
117,J789-S_flow,1.4530189768913242,0.8471540074376,1.4530258650646768,1.4493378511869284,0.8444802016318324,J789-S,"('Dunbar-Broadway', 'Canal Street Creek')"
118,J78-S_flow,4.234372387313475,4.233661671355433,4.234356505392625,4.225397921178805,4.225571261179662,J78-S,"('Federal Hill', 'Southside, Drains to Harbor')"
119,J792-S_flow,5.667535100295565,5.666329626336944,5.667508162330009,5.665965963801941,5.666262281423054,J792-S,"('Canton', 'Northside, Drains to Harbor')"
120,J799-S_flow,0.7786805731294514,0.5523218049713877,0.7786802865322147,0.7786804812234467,0.5523216318809404,J799-S,"('Fells Point', 'Northside, Drains to Harbor')"
121,J7-S_flow,2.681562394310861,2.6814789522261204,2.681551378883441,2.675822804965635,2.675894704960521,J7-S,"('Canton Industrial Area', 'Northside, Drains to Harbor')"
122,J801-S_flow,2.116617573227648,1.3383101321048885,2.1166131939553603,2.0264729504682952,1.2720056652203515,J801-S,"('Broadway East', 'Canal Street Creek')"
123,J80-S_flow,2.083552158447276,1.7076660575299312,2.083666328040985,2.072404743840016,1.7049622591545983,J80-S,"('Federal Hill', 'Southside, Drains to Harbor')"
124,J88-S_flow,4.115102214016742,4.115134925186879,4.115067198890053,4.107138355095414,4.107612493734362,J88-S,"('Federal Hill', 'Southside, Drains to Harbor')"
125,J8-S_flow,1.7837745112305488,1.7846338185652255,1.783794508204548,1.783667027705643,1.7846355939177765,J8-S,"('Canton Industrial Area', 'Northside, Drains to Harbor')"
