,node_name,BGN,BGNx3,Base,I,UG+I,V,V&I,node_id,neighborhood,historic_stream
76,J576-S_depth,0.1152963231656546,0.112240669687026,0.115711722601672,0.0397190984420528,0.0396785671884615,0.1122588250409188,0.0383710506135532,J576-S,Dunbar-Broadway,Canal Street Creek
77,J578-S_depth,0.1564709737842647,0.1562439408296496,0.1564902096300758,0.1237638357635286,0.1237636563880385,0.1561239899735882,0.1237572896075872,J578-S,Dunbar-Broadway,Canal Street Creek
78,J586-S_depth,0.0607409609458448,0.0607409642886873,0.0607409720198652,0.0305071711764535,0.0305071662578205,0.0602642216449273,0.0302560934695978,J586-S,Dunbar-Broadway,Canal Street Creek
79,J587-S_depth,0.2188877838683288,0.2188877674937494,0.2194602307930797,0.2230563552423597,0.2226147958400376,0.21474641626343,0.218490841581893,J587-S,Downtown,"Southside, Drains to Harbor"
80,J592-S_depth,0.1073754670031807,0.1073754438486227,0.1073754948453948,0.0876824863926746,0.0876824593289638,0.1069766545367637,0.0873111069184946,J592-S,Dunbar-Broadway,Canal Street Creek
81,J5-S_depth,0.2016599956556068,0.2016599241009261,0.201659926806539,0.1731239525555093,0.1731239527485503,0.2016599693031191,0.1731238055055208,J5-S,Canton,"Northside, Drains to Harbor"
82,J609-S_depth,0.1178151451568723,0.1178151449965245,0.1178151485662257,0.1173435313764923,0.117343540753937,0.1178151474919982,0.1173433958103823,J609-S,Dunbar-Broadway,Canal Street Creek
83,J60-S_depth,0.173498618532782,0.1734986185311036,0.17349861834872,0.1735153550497392,0.1735153512324065,0.173180136238805,0.1731966195862398,J60-S,Downtown,"Southside, Drains to Harbor"
84,J619-S_depth,0.1813190944209778,0.1813190945845768,0.1813190927744185,0.1814292085343457,0.181429198333615,0.1813190958091259,0.1814293677662301,J619-S,Dunbar-Broadway,Canal Street Creek
85,J620-S_depth,0.4567838478187945,0.4487378453274154,0.4643539018097117,0.483406570215761,0.4732831707474315,0.4493606893731485,0.4674749280789764,J620-S,Broadway East,Harris Creek
86,J624-S_depth,0.4078008116161819,0.4006800448192986,0.4145180748240889,0.4334445174711482,0.426079611726483,0.4012911992393515,0.4191183100471551,J624-S,Broadway East,Harris Creek
87,J62-S_depth,0.2601119715391429,0.2601119756996077,0.2601138696613893,0.2362540110471286,0.2362581288476432,0.2597157720042393,0.2358759626490314,J62-S,Downtown,"Southside, Drains to Harbor"
88,J632-S_depth,0.1285780158388228,0.1285780217942346,0.128578013013132,0.1330914244182776,0.1330914444301177,0.1281747562920902,0.132680933755246,J632-S,Eager Park,Canal Street Creek
89,J637-S_depth,0.164855588153014,0.1617063577691769,0.1652656324295173,0.1191253393981639,0.1190589172611071,0.1619024018860262,0.1175397781219234,J637-S,Eager Park,Canal Street Creek
90,J640-S_depth,0.1407307991850359,0.1381565216146114,0.1412279453580538,0.0851361936828226,0.085083900631115,0.138104018742215,0.0832862560235271,J640-S,Eager Park,Canal Street Creek
91,J659-S_depth,0.2010758657691527,0.2010759437857773,0.2010759081916051,0.208813605286763,0.2088133902456667,0.2010432948179664,0.2087669100527313,J659-S,Baltimore Highlands,Harris Creek
92,J672-S_depth,0.1379824056396613,0.1377386800957646,0.1380473795799996,0.1205040095302566,0.1202514654300955,0.137914448918354,0.1203791468484094,J672-S,Canton,Harris Creek
93,J675-S_depth,0.1893181243080151,0.1893181195841039,0.1893181483923285,0.1893757621740408,0.1893757043248915,0.1893181160135257,0.1893757808714461,J675-S,Canton,Harris Creek
94,J686-S_depth,0.1349079307463043,0.1349071501730759,0.1349084209293273,0.1409158262254411,0.140912315295075,0.1349076715720068,0.1409146548890561,J686-S,Canton,Harris Creek
95,J694-S_depth,0.0242595590551585,0.0240722989691463,0.0242593383399871,0.0252064841416554,0.0252073036579168,0.0242597203683657,0.025005405201078,J694-S,Canton,Harris Creek
96,J695-S_depth,0.1147599858235568,0.1146700470409579,0.1147853802468532,0.0854368805049672,0.0853199538463332,0.1147340635727078,0.085379043744626,J695-S,Canton,Harris Creek
97,J712-S_depth,0.1228116485778072,0.11616755222371,0.1228142973320834,0.12374936331725,0.123747915390146,0.1227468493011779,0.1236825191421932,J712-S,Patterson Park,Harris Creek
98,J714-S_depth,0.1846286678774708,0.1846286646630084,0.1846286851882267,0.188654954331315,0.1886549833290089,0.1846075494490672,0.1886336554889668,J714-S,Upper Fells Point,"Northside, Drains to Harbor"
99,J71-S_depth,0.2536959168248386,0.2536969983342186,0.2536942056777221,0.221018969863099,0.2210180020990046,0.2533639970365509,0.2210133529546267,J71-S,Federal Hill,"Southside, Drains to Harbor"
100,J722-S_depth,0.0957800285900834,0.095780102130489,0.095780231840019,0.0973403805188195,0.0973400552451679,0.0957807592444722,0.0973403418747581,J722-S,Fells Point,"Northside, Drains to Harbor"
101,J72-S_depth,0.1048663451904649,0.1048662832625049,0.1048664607422005,0.1048672262133151,0.1048666342830037,0.1044463657397676,0.1044471481096966,J72-S,Federal Hill,"Southside, Drains to Harbor"
102,J732-S_depth,0.2085280986560486,0.2085280653104804,0.2085282080418251,0.170353457929399,0.1703533637450207,0.20850493143225,0.1703299608122535,J732-S,Fells Point,"Northside, Drains to Harbor"
103,J733-S_depth,0.136213928647865,0.1362137252071966,0.1362141946164792,0.1365137600392243,0.1365122828634331,0.1362136977363727,0.136513573762613,J733-S,Canton,"Northside, Drains to Harbor"
104,J748-S_depth,0.0530147319875932,0.0530114808043309,0.053015089805926,0.0340192394535552,0.0340200203996794,0.0528728697418122,0.0340069202702941,J748-S,Washington Hill,Canal Street Creek
105,J749-S_depth,0.1597878565798478,0.1443785364253637,0.1597877903296542,0.1446872613737543,0.1446871004476844,0.1595559254651559,0.1444462100319722,J749-S,Fells Point,Canal Street Creek
106,J751-S_depth,0.1207419854312391,0.1207419854310485,0.1207419854593645,0.1213380686847391,0.121338053713264,0.1207419854357655,0.1213380630613552,J751-S,Fells Point,"Northside, Drains to Harbor"
107,J756-S_depth,0.2244299583542937,0.2244299639662219,0.2244299508292371,0.2346928092768315,0.2346928047848754,0.2222326007681002,0.2319176013730502,J756-S,Upper Fells Point,"Northside, Drains to Harbor"
108,J758-S_depth,0.1251977636796579,0.125197781525708,0.1251977444891644,0.1180164743645482,0.1180165447890413,0.1251977756893779,0.1180164988713851,J758-S,Fells Point,"Northside, Drains to Harbor"
109,J760-S_depth,0.0929086692591451,0.0929086180346813,0.0929085351283257,0.0850500018877546,0.0850509594223741,0.0929089596252308,0.085050082054036,J760-S,Fells Point,"Northside, Drains to Harbor"
110,J761-S_depth,0.2334784134800435,0.2180858200356795,0.2334783610690247,0.1652259837167966,0.1652259593066602,0.2332261876584953,0.1649978415139804,J761-S,Fells Point,Canal Street Creek
111,J762-S_depth,0.1008026047102374,0.1008025655937684,0.1008027022171809,0.1008045317691884,0.1008040079622077,0.1007590187242581,0.1007608235521357,J762-S,Canton Industrial Area,"Northside, Drains to Harbor"
112,J764-S_depth,0.1260471758896672,0.1260471734280837,0.1260471817310659,0.1164262538881401,0.1164262071341177,0.1260471768480012,0.1164262408949387,J764-S,Fells Point,"Northside, Drains to Harbor"
113,J765-S_depth,0.0797462779998495,0.0797462351711424,0.0797461132164383,0.052901596918138,0.0529025281986589,0.0797456510380792,0.0529015877170253,J765-S,Fells Point,"Northside, Drains to Harbor"
