,node_name,Base,I,V,V&I,node_id,neighborhood,historic_stream
0,J105-S_flow,2.853313409431484,2.8554776879724626,2.853366491368179,2.8526119464418853,J105-S,Downtown,"Southside, Drains to Harbor"
1,J10-S_flow,2.81810135819622,2.79256889066954,2.656213084527604,2.6120564627688703,J10-S,Downtown,"Southside, Drains to Harbor"
2,J116-S_flow,7.98329987164497,8.012683694806457,7.87116326906996,7.896192322465305,J116-S,Downtown,"Southside, Drains to Harbor"
3,J119-S_flow,3.10986036507586,2.386877184247796,3.0228883438769105,2.254084654860137,J119-S,Downtown,"Southside, Drains to Harbor"
4,J128-S_flow,1.7448972011478543,0.6822396725231274,1.7450222400428173,0.6821029619476556,J128-S,Canton,Harris Creek
5,J130-S_flow,1.7750480379105364,0.7927953146697306,1.72984243241681,0.7499500694552858,J130-S,Downtown,"Southside, Drains to Harbor"
6,J131-S_flow,2.6654073226653234,1.724482496339794,2.603857454982444,1.668441709795423,J131-S,Downtown,"Southside, Drains to Harbor"
7,J136-S_flow,3.272618048493193,3.38520919032198,3.248015888022325,3.361009384598425,J136-S,Downtown,"Southside, Drains to Harbor"
8,J138-S_flow,0.7776145523855018,0.7779375276559239,0.7777212231170173,0.7776086262337508,J138-S,Downtown,"Southside, Drains to Harbor"
9,J141-S_flow,3.0291184016844745,3.0315202543464483,3.0065628466222503,3.005725931591276,J141-S,Downtown,"Southside, Drains to Harbor"
10,J157-S_flow,2.682160269046178,2.680846953907228,2.634764093336816,2.6329332590759904,J157-S,Downtown,"Southside, Drains to Harbor"
11,J163-S_flow,2.6712048117800284,2.671958082306683,2.6218634002056307,2.621595353845949,J163-S,Downtown,"Southside, Drains to Harbor"
12,J165-S_flow,2.1707959356073165,2.171480759034324,2.1447361729040355,2.144499049968067,J165-S,Federal Hill,"Southside, Drains to Harbor"
13,J171-S_flow,1.2106465117306593,1.2117176873555864,1.2110002945058642,1.2106268571320364,J171-S,Canton,"Northside, Drains to Harbor"
14,J177-S_flow,2.985095672632614,2.986603202174595,2.983467040344,2.982941537900287,J177-S,Federal Hill,"Southside, Drains to Harbor"
15,J182-S_flow,5.067506743730656,5.063118901374714,5.040532591843501,5.034513388186971,J182-S,Federal Hill,"Southside, Drains to Harbor"
16,J191-S_flow,1.662403285582872,1.6625513900780489,1.6624507194342373,1.6624025131847828,J191-S,Fells Point,Canal Street Creek
17,J1-S_flow,1.6271970235774378,1.6271970235774378,1.6271970235774378,1.6271970235774378,J1-S,Clifton Park,Canal Street Creek
18,J204-S_flow,1.6591023270390146,1.659482209728041,1.6592277928812615,1.659095356714445,J204-S,Fells Point,Canal Street Creek
19,J208-S_flow,4.953480796451723,4.954243348431695,4.830997573243196,4.830708452909048,J208-S,Downtown,"Southside, Drains to Harbor"
20,J211-S_flow,3.973762024771347,3.366312783194106,3.961370732004358,3.3559604302410397,J211-S,Fells Point,Canal Street Creek
21,J227-S_flow,3.980524689423168,3.982028140008031,3.981027175051756,3.980483660086582,J227-S,Locust Point,"Southside, Drains to Harbor"
22,J231-S_flow,0.0090814014419035,0.0090344769065257,0.0090752350766776,0.009018985793885,J231-S,Locust Point,"Southside, Drains to Harbor"
23,J232-S_flow,0.0392708119570042,0.0393902762809435,0.0392783117818236,0.0393971753022735,J232-S,Locust Point,"Southside, Drains to Harbor"
24,J234-S_flow,3.2642894211556706,3.2649097536794827,3.2644943016222507,3.264278038907527,J234-S,Locust Point,"Southside, Drains to Harbor"
25,J238-S_flow,0.8876330566413861,0.8868084657428018,0.8875246969399695,0.886536245029487,J238-S,Locust Point,"Southside, Drains to Harbor"
26,J240-S_flow,3.5658945724662616,3.566646863935747,3.5593647799917467,3.559069178566138,J240-S,Locust Point,"Southside, Drains to Harbor"
27,J245-S_flow,3.135526234547193,3.051543602155476,3.1304057332539594,3.044630159055042,J245-S,Locust Point,"Southside, Drains to Harbor"
28,J253-S_flow,3.4318668485849466,1.9787859691704603,3.0984784914699977,1.7586721506585004,J253-S,Eager Park,Canal Street Creek
29,J260-S_flow,4.177140855320307,3.770741702241237,4.081468950917921,3.6892255333079502,J260-S,Broadway East,Canal Street Creek
30,J266-S_flow,1.931611060964168,1.5106942347002952,1.8499798538828245,1.440301278860837,J266-S,Clifton Park,Canal Street Creek
31,J268-S_flow,0.7209419438011468,0.7198735172559751,0.6881779226243357,0.6869380325633403,J268-S,Clifton Park,Canal Street Creek
32,J273-S_flow,0.4366749367814777,0.4374106552899464,0.436338339106281,0.4360820989124346,J273-S,Clifton Park,Canal Street Creek
33,J278-S_flow,4.237112912844816,2.733758814760919,3.912551647838271,2.502041082830836,J278-S,Broadway East,Canal Street Creek
34,J27-S_flow,1.001295631445795,1.0498852605175508,1.0014293899378972,1.0494177518921044,J27-S,Locust Point,"Southside, Drains to Harbor"
35,J280-S_flow,3.934450477740728,2.422424913479043,3.600812889357517,2.2484220060243896,J280-S,Broadway East,Canal Street Creek
36,J328-S_flow,4.243306498888599,4.243306498888599,4.016831172750095,4.016831172750095,J328-S,Broadway East,Canal Street Creek
37,J329-S_flow,7.206757314613697,5.703260275033329,6.760068428825938,5.354494422077602,J329-S,Broadway East,Canal Street Creek
38,J338-S_flow,4.371878115371924,2.946172447336705,4.046528721638333,2.69177294214388,J338-S,Eager Park,Canal Street Creek
39,J33-S_flow,7.172737007657016,7.173168374384334,7.173091298499311,7.172072681235854,J33-S,Locust Point,"Southside, Drains to Harbor"
40,J34-S_flow,3.961321446940792,3.964424069677453,3.962346166376754,3.9612645180832393,J34-S,Locust Point,"Southside, Drains to Harbor"
