scenario,row,timestamp,C102-S_velocity,C105-S_velocity,C111-S_velocity,C113-S_velocity,C131-S_velocity,C141-S_velocity,C159-S_velocity,C163-S_velocity,C168-S_velocity,C182-S_velocity,C187-S_velocity,C190-S_velocity,C191-S_velocity,C211-S_velocity,C21-S_velocity,C226-S_velocity,C227-S_velocity,C229-S_velocity,C236-S_velocity,C23-S_velocity,C249-S_velocity,C251-S_velocity,C260-S_velocity,C26-S_velocity,C274-S_velocity,C279-S_velocity,C27-S_velocity,C292-S_velocity,C2-S_velocity,C301-S_velocity,C314-S_velocity,C317-S_velocity,C319-S_velocity,C321-S_velocity,C325-S_velocity,C327-S_velocity,C328-S_velocity,C338-S_velocity,C340-S_velocity,C34-S_velocity,C351-S_velocity,C355-S_velocity,C361-S_velocity,C362-S_velocity,C37-S_velocity,C382-S_velocity,C3-S_velocity,C417-S_velocity,C418-S_velocity,C422-S_velocity,C449-S_velocity,C462-S_velocity,C463-S_velocity,C473-S_velocity,C474-S_velocity,C478-S_velocity,C530-S_velocity,C532-S_velocity,C548-S_velocity,C549-S_velocity,C550-S_velocity,C551-S_velocity,C556-S_velocity,C576-S_velocity,C602-S_velocity,C638-S_velocity,C650-S_velocity,C659-S_velocity,C65-S_velocity,C677-S_velocity,C681-S_velocity,C685-S_velocity,C687-S_velocity,C68-S_velocity,C69-S_velocity,C708-S_velocity,C725-S_velocity,C728-S_velocity,C729-S_velocity,C734-S_velocity,C740-S_velocity,C742-S_velocity,C744-S_velocity,C74-S_velocity,C752-S_velocity,C756-S_velocity,C758-S_velocity,C759-S_velocity,C761-S_velocity,C771-S_velocity,C772-S_velocity,C779-S_velocity,C79-S_velocity,C7-S_velocity,C816-S_velocity,C830-S_velocity,C839-S_velocity,C84-S_velocity,C89-S_velocity
I,51,1687848420000000000,1.1251137627530574e-05,7.687703921720067e-05,1.9720865806071424e-05,9.618765294466462e-06,1.3700400441465719e-06,9.009814927946885e-05,5.2808073639168066e-05,4.898852196899741e-05,2.4646564723443275e-05,0.0002100447038561653,0.0,2.5055519150593293e-05,8.903155017592489e-13,0.00011318657556043122,1.402340245532373e-06,5.7453192651701395e-05,1.8906777086662188e-05,2.013186012766176e-05,1.5643139292286546e-05,0.0,6.563012380450456e-05,8.741736701863941e-06,0.00012369827908585178,2.2357715153011686e-05,3.762444102658247e-05,2.742968082369282e-05,0.0,2.8186459327229076e-06,1.2957558943613422e-05,6.644520267236829e-05,2.298593792390114e-05,3.7475321703438775e-07,0.0,7.983284846526645e-07,1.4255504831039423e-07,1.8882608752973858e-05,0.0,3.46718337007598e-05,2.7130394326596826e-05,2.641870279962117e-05,6.89321747191194e-05,0.0,0.0001778007152675591,1.1336347249292022e-05,6.607896297276066e-06,0.00011297323466711997,2.8563910002080513e-05,0.0002800635186261432,6.296498594675275e-05,0.0001777578877727999,4.19766895769997e-05,0.0001848933036977779,0.00030623954551252267,0.00011094014166634464,1.7744403853923547e-05,0.0001883488957563368,6.806034789703497e-06,0.0,0.0,0.0,0.0001425052740127013,8.521502542784893e-05,0.0,1.4667025932334413e-06,0.00010654946966737285,1.0009497281472184e-05,0.0001235395708041761,3.2747506843204644e-05,8.11525037666943e-06,0.00010333816970224022,0.0,5.968189314417394e-09,0.00013056272851756417,-1.2351797781106487e-05,7.630683739427711e-06,0.00011508765730379583,4.543231435496205e-05,0.00013712716271605733,0.00022958284259748328,1.7033737281005112e-05,0.00019723108725626991,-0.0,4.736611389536787e-05,1.0047761128163114e-05,7.643374361335183e-05,0.00046224458354248837,0.0,0.0,0.00047640322586750013,0.000356547149056053,5.349355634877961e-05,4.726655887394596e-05,3.1322884463974277e-06,1.3343657239316787e-05,2.6511395391283226e-05,7.958081234673277e-06,9.0449652224008e-06,0.0,2.28744889918294e-05
I,52,1687848720000000000,1.1334207900516068e-05,7.733191933343357e-05,2.156353636213912e-05,9.64937127633682e-06,1.3938148614795593e-06,9.08618763572714e-05,5.329916061246813e-05,5.1125514513696936e-05,2.485202724466761e-05,0.00021734323585464045,0.0,2.764253884806093e-05,8.523985513797777e-13,0.00011411786506224562,1.4023210263634698e-06,5.8106486371413476e-05,1.933745901791888e-05,2.0397104443928225e-05,1.570191161058891e-05,4.797581938341371e-13,6.613107356891308e-05,8.571261748063844e-06,0.00012573896631077922,2.4570342371883777e-05,4.005313819551741e-05,2.914329043754194e-05,0.0,3.2061058376512857e-06,1.3016393659371977e-05,6.84604715444284e-05,2.3089483512764313e-05,3.8391559930680305e-07,0.0,8.940632284885477e-07,1.4786384209569422e-07,2.0050272741838665e-05,1.5328871724641017e-12,4.070148874251453e-05,2.9560755431579147e-05,2.654112075673937e-05,7.135969570668724e-05,0.0,0.00018088392694113416,1.170871198520593e-05,6.638008002175274e-06,0.00011391736085239125,3.0245109397235847e-05,0.00029220549000696054,6.872642436926322e-05,0.00018015903940349899,4.437769750679519e-05,0.00019035410283856227,0.0003145162385691255,0.00011203520367386179,1.7891440803105604e-05,0.00019289497015617405,6.9428620971019905e-06,0.0,0.0,0.0,0.00014579410184513826,8.741654513922948e-05,0.0,1.584657079022776e-06,0.0001084252291610792,1.0852067024670579e-05,0.0001262464226771746,3.320676795651604e-05,8.661553866701586e-06,0.00010385258025544133,0.0,2.8507014516921777e-08,0.00013187874755895212,-1.246810806744168e-05,7.695776305686926e-06,0.00012137758801923504,4.731017916247076e-05,0.0001406291442786494,0.0002319970601080042,1.7758606907469073e-05,0.00020082463155087727,-0.0,4.7705577062364356e-05,1.0547604030216e-05,7.952964971207798e-05,0.0004935415006100735,0.0,0.0,0.00048497255260314555,0.00036385526945890365,5.483072918685856e-05,4.760868419472389e-05,3.1768188365078186e-06,1.3411687197576076e-05,2.6829314556994005e-05,8.168058586498243e-06,9.536173066613407e-06,0.0,2.1858219079095813e-05
I,53,1687849020000000000,1.1536439790580328e-05,7.77825013376707e-05,2.407670451878765e-05,9.705163735166487e-06,1.432715279659295e-06,9.147724459110778e-05,5.3803631023142145e-05,5.306721514362475e-05,2.5919843986330097e-05,0.000223365441285965,0.0,2.9774027944388123e-05,0.0,0.00011469314798621896,1.4260506971159935e-06,5.8689554931319856e-05,1.9755105338664854e-05,2.0637901289702863e-05,1.57625359072333e-05,0.0,6.636201311869257e-05,8.554591815571917e-06,0.00012685686894331954,2.627977350701286e-05,4.2822482271553867e-05,3.1016926098044906e-05,1.7301054306786908e-12,3.6513187261958366e-06,1.3097895488897041e-05,7.057942861814178e-05,2.3273322703455757e-05,3.976996580302873e-07,0.0,9.789221255394668e-07,1.540927815447721e-07,2.1168792015164012e-05,0.0,4.674473593301961e-05,3.226652860458463e-05,2.664357900052553e-05,7.340904525364466e-05,0.0,0.00018274741798361105,1.2099798778164686e-05,6.699318645023764e-06,0.00011465084539044135,3.194079871026158e-05,0.0002988970169055838,7.376911423329283e-05,0.00018017789545461227,4.667880697276581e-05,0.00019665186490949477,0.0003228605451694759,0.00011215327964148597,1.811414841580912e-05,0.0001915236395095354,7.217909769925075e-06,0.0,0.0,0.0,0.00014814664207420865,8.972672432599228e-05,0.0,1.695625833839328e-06,0.00011002646747678785,1.1647362195552571e-05,0.00012844083229149246,3.418152695085552e-05,9.23137563464177e-06,0.00010422242099071849,0.0,8.589956877221261e-08,0.0001327426281810195,-1.2677096022889919e-05,7.798356134869791e-06,0.0001262414417997231,4.928836332852765e-05,0.00014243948829517316,0.00023280931494202434,1.8270799744754724e-05,0.00020202018432614026,-0.0,4.796209321242372e-05,1.1041413104959879e-05,8.203760432749671e-05,0.0005118755408354833,0.0,0.0,0.0004835661195455212,0.00036697472447529334,5.63427693402036e-05,4.7769319034302275e-05,3.242412957140912e-06,1.3468241117640377e-05,2.7048042559091894e-05,8.406621064067295e-06,9.935277640376805e-06,0.0,2.218902090970986e-05
I,54,1687849320000000000,1.1658490026416736e-05,7.826497300494518e-05,2.6813470294729584e-05,9.764850550034182e-06,1.4670460689552297e-06,9.239192873515728e-05,5.4379734706800256e-05,5.48531091408299e-05,2.8920244158774417e-05,0.00022924618929125444,0.0,3.227312148837747e-05,0.0,0.00011565192244799266,1.4509031413899077e-06,5.9274377831930594e-05,2.014259739397207e-05,2.0876669199013452e-05,1.5832351557143402e-05,4.897622616022988e-13,6.68832135427726e-05,8.475074458980905e-06,0.00012849390769550392,2.8290988279462998e-05,4.5693664949244665e-05,3.311004612560324e-05,2.0136938227309925e-12,4.138775791282389e-06,1.3218942131933162e-05,7.290554364828048e-05,2.3839173932365574e-05,4.216234498451275e-07,0.0,1.079356435215641e-06,1.6111966019522681e-07,2.2490728304454007e-05,0.0,5.3023143364182915e-05,3.508372200924217e-05,2.682261991968501e-05,7.520972868337695e-05,0.0,0.0001851894800760999,1.2425930165550234e-05,6.777311102051386e-06,0.0001157146329459503,3.366537332693373e-05,0.0003072346815058696,7.797496121311757e-05,0.00018226050213793627,4.877556542197398e-05,0.00020301032721485468,0.0003318525997254666,0.00011309197596414489,1.8269150780105463e-05,0.00019514366558086055,7.904352601108976e-06,0.0,0.0,0.0,0.00015076289631313724,9.158790529123328e-05,0.0,1.8078115334093042e-06,0.00011162289145902655,1.236605330250835e-05,0.0001306097480339534,3.577959493039108e-05,9.863349859738079e-06,0.00010485901339997375,0.0,1.8779552747300588e-07,0.00013408092570027917,-1.2900660947035006e-05,7.891293706075909e-06,0.00013114878013109981,5.0846372109043334e-05,0.0001451625901093956,0.00023501437768584887,1.9375164224263305e-05,0.00020488058631428603,-0.0,4.8404311034629624e-05,1.148073467670534e-05,8.44879866319098e-05,0.0005377018097929189,0.0,0.0,0.0004909314910799448,0.00037276766729471534,5.7576199344921415e-05,4.826141942638409e-05,3.295660064213484e-06,1.355869905805853e-05,2.7470113386492005e-05,8.606829964853187e-06,1.0455136767614199e-05,0.0,2.3130295067201423e-05
I,55,1687849620000000000,1.1849279885635125e-05,7.869753060916504e-05,2.989780116227454e-05,9.821035264846017e-06,1.5099676210179598e-06,9.28728150401397e-05,5.484793734614419e-05,5.6430812994022574e-05,3.4971637218471675e-05,0.00023386894283991227,0.0,3.42657859230655e-05,1.0139877668370224e-12,0.0001160918550733536,1.4826566523404417e-06,5.977718994500016e-05,2.041875731013574e-05,2.108573166927095e-05,1.5893163080823194e-05,4.554407406552412e-13,6.697315484880547e-05,8.456437813795687e-06,0.00012927369766273982,2.9792238131940957e-05,4.852266237625707e-05,3.532437133641202e-05,1.4407452472892944e-12,4.682869818782008e-06,1.3299954842827729e-05,7.555096210129188e-05,2.482435413307009e-05,4.7163173708881034e-07,0.0,1.1623526315904795e-06,1.6765003186068225e-07,2.3728540646655985e-05,0.0,5.8358086657064146e-05,3.7849283498780925e-05,2.6900920161272424e-05,7.667490786266844e-05,0.0,0.00018656005446743808,1.2746848621914401e-05,6.841154807380785e-06,0.00011635967393265662,3.551005018755209e-05,0.0003131310612610771,8.209224340898261e-05,0.00018202124687845058,5.0629077824320264e-05,0.00020984470423893216,0.00034056769952709874,0.00011298127746958567,1.8415020003608784e-05,0.00019308298826812022,8.760995503359725e-06,0.0,0.0,0.0,0.00015244861203158312,9.342819085153966e-05,0.0,1.9073427437267364e-06,0.00011306536631903145,1.299399363296131e-05,0.00013224985068002504,3.796289412764004e-05,1.0621377481251727e-05,0.00010519677723187418,1.6160052480768345e-12,3.3042118490254693e-07,0.00013465209115946902,-1.3301976025657484e-05,8.00184579344953e-06,0.0001353012665923654,5.239874290461659e-05,0.0001463188346778747,0.00023558949597221945,2.182566540854598e-05,0.000205474790181917,-0.0,4.855441926227113e-05,1.1898304989999532e-05,8.645893985843627e-05,0.0005509091726697066,0.0,0.0,0.0004885808145142515,0.0003745816316523566,5.8823276142185414e-05,4.8422406534280426e-05,3.3593686751301334e-06,1.3607541024590271e-05,2.7595702788004403e-05,8.828451667417835e-06,1.0766481121124984e-05,0.0,2.4799426165702084e-05
I,56,1687849920000000000,1.195702185748266e-05,7.921196390567878e-05,3.302581481788426e-05,9.878413061825074e-06,1.542045617715219e-06,9.362097288157353e-05,5.534020421152598e-05,5.786247809944524e-05,4.202980288808753e-05,0.0002384546818473656,0.0,3.656744527410569e-05,1.940421528222835e-12,0.00011688902881113699,1.5029890321701315e-06,6.027461905697531e-05,2.0712968121294283e-05,2.1287005708293333e-05,1.5957690754945644e-05,1.114021423872561e-12,6.73578207272088e-05,8.352912718736508e-06,0.0001306117364706408,3.155626612387722e-05,5.130555893161665e-05,3.746953543306611e-05,3.0391178822521025e-12,5.214259725398645e-06,1.3393415774236541e-05,7.817706876306904e-05,2.6254624925924336e-05,5.493515980856918e-07,0.0,1.2590829836122673e-06,1.7395892285937261e-07,2.5058692391131818e-05,1.2858046348919875e-12,6.365479369049927e-05,4.045154322693867e-05,2.7033257898306216e-05,7.805856368785921e-05,0.0,0.0001885636809765574,1.3001756519591817e-05,6.9010311622387894e-06,0.00011726217996554843,3.724485780921008e-05,0.0003210523332017632,8.581958482512107e-05,0.00018388057464723776,5.2326913145327555e-05,0.0002164715875763448,0.00034976753418240015,0.00011373863724872036,1.8502980909129313e-05,0.00019624247252407286,9.952224902401948e-06,0.0,0.0,0.0,0.00015447283961079637,9.481062062938348e-05,0.0,2.004774543741539e-06,0.00011439481497375694,1.3522867191882985e-05,0.00013392389893623322,4.046674757675581e-05,1.1454238229912396e-05,0.00010574954051637837,1.4869062701161221e-12,5.522412611523117e-07,0.00013577467498760264,-1.3698658784235525e-05,8.085897656952645e-06,0.00013955442258804665,5.354050435349657e-05,0.0001484940670909406,0.0002375416342041956,3.2922513044210035e-05,0.00020782686316226626,-0.0,4.886161071231773e-05,1.2260080875981565e-05,8.841733018752297e-05,0.0005718278323607759,0.0,0.0,0.0004950960306805824,0.0003792037094434137,5.975852742784923e-05,4.885760943148931e-05,3.403486007543068e-06,1.3683521124465426e-05,2.788974164921938e-05,8.99613629999595e-06,1.1192611239191884e-05,0.0,2.5749472169660945e-05
I,57,1687850220000000000,1.2248384899667933e-05,7.99992999967961e-05,3.6396893654393584e-05,1.005730252148992e-05,1.5948149865661061e-06,9.518536507936135e-05,5.626645461677597e-05,5.9339710853241046e-05,4.975797767144354e-05,0.0002436696679664604,0.0,3.896539248907463e-05,0.0,0.00011849100894879756,1.5642263032808096e-06,6.095237236624418e-05,2.1001425594138823e-05,2.1573245505821027e-05,1.6072763647577876e-05,4.4562511041096904e-13,6.844900310979418e-05,8.42038034756613e-06,0.00013236859201170282,3.3390396145407734e-05,5.42133928335263e-05,3.965244593332291e-05,2.12453402264997e-12,5.791426815953194e-06,1.3667734347407354e-05,8.083592840494374e-05,2.8264040734219877e-05,6.749860402027626e-07,0.0,1.367468193300257e-06,1.8601360203218175e-07,2.6719094453444028e-05,0.0,6.907231098627549e-05,4.3361438445003706e-05,2.742263167970642e-05,7.965539321168935e-05,0.0,0.00019115732162515377,1.3378121974778027e-05,7.084351340456657e-06,0.0001190663057266596,3.895699089098389e-05,0.00032915935926524476,8.979363407550129e-05,0.0001861384088188764,5.4035562940592863e-05,0.00022364714081186222,0.00035998580193613366,0.00011543001901762158,1.9061584415887722e-05,0.00020048939827124813,1.1544121962276307e-05,0.0,0.0,0.0,0.0001574144511069373,9.658243998997324e-05,0.0,2.109338896078382e-06,0.00011601748206392816,1.4038791576571757e-05,0.0001360779396199707,4.3442760146520736e-05,1.230744845729877e-05,0.00010697784725315135,7.220596844904921e-13,9.868980742593291e-07,0.00013770024236515004,-4.87238242741296e-06,8.241346167657718e-06,0.00014401802968574823,5.51831139312504e-05,0.00015143080529073563,0.00024037327091002117,5.88315802055125e-05,0.00021034458120044688,-0.0,4.9832437013662034e-05,1.2714386482855258e-05,9.050408568246794e-05,0.0005898487213829316,0.0,0.0,0.0005019280560750242,0.0003843234831842872,6.117379917821124e-05,4.9876692291929195e-05,3.5030278299127934e-06,1.3870368469830007e-05,2.8807349186871127e-05,9.224770664271006e-06,1.2086078801912638e-05,0.0,2.7295852890638653e-05
I,58,1687850520000000000,1.2499402382036536e-05,8.048572792737877e-05,3.98840423877054e-05,1.0129930708486658e-05,1.6525114163106336e-06,9.552876604263358e-05,5.6759834242834566e-05,6.054160566506511e-05,5.52404233394692e-05,0.0002468999446666293,0.0,4.062018226938073e-05,0.0,0.00011863384306085881,1.6125313033818892e-06,6.144969436468191e-05,2.105704351726871e-05,2.1788874538927318e-05,1.6146443913440696e-05,1.0185687657685483e-12,6.836291053500833e-05,8.443924531272794e-06,0.0001328045774618499,3.4491102713564114e-05,5.681935187139723e-05,4.164461795607145e-05,1.7049827574007801e-12,6.3687075896120855e-06,1.375799375518288e-05,8.354999647022096e-05,3.0372930980120316e-05,8.341376028460859e-07,3.9031415584001226e-13,1.4399910402169034e-06,1.9330993243823975e-07,2.8006120791004426e-05,0.0,7.270550346543358e-05,4.5761423490160695e-05,2.7479369588924083e-05,8.071972515613272e-05,0.0,0.0001920061657036812,1.3675374821285214e-05,7.163068161903298e-06,0.00011965489111297244,4.0526584609694074e-05,0.0003337929106534145,9.280251941015521e-05,0.00018539650097553756,5.544641599291804e-05,0.0002305982902261978,0.0003686477552876836,0.00011490313188414342,1.91161570299653e-05,0.0001967942099048136,1.3015698147135435e-05,3.203990293654872e-13,0.0,0.0,0.0001585705094072523,9.817007672295758e-05,0.0,2.197366455539831e-06,0.00011703161222419919,1.4538846233630194e-05,0.0001372351504645897,4.667808173684178e-05,1.281318261064203e-05,0.00010732685796424104,1.8082117018732004e-12,1.3667178322571307e-06,0.00013801904149181684,-4.926961897838769e-06,8.505020300293328e-06,0.00014670793793668247,5.6507960033370515e-05,0.00015181827212527077,0.00024061481336009198,8.563673712568356e-05,0.0002103386005654882,-0.0,4.9872142999474125e-05,1.3069206453484193e-05,9.190955089038113e-05,0.0005953433040225498,0.0,0.0,0.0004978192108460448,0.00038488350122430277,6.230016365109627e-05,5.000973342897082e-05,3.5682128381370683e-06,1.3915923061922094e-05,2.8816843805106123e-05,9.431090240960995e-06,1.2348369334393805e-05,0.0,3.065458483196655e-05
I,59,1687850820000000000,1.2689143340116001e-05,8.087644434001871e-05,4.323981645518837e-05,1.0180741958761288e-05,1.684775377359047e-06,9.598696805212461e-05,5.712874195660113e-05,6.170089569035645e-05,6.009414730855628e-05,0.00025005236967544055,0.0,4.260312182870906e-05,9.128369114546208e-13,0.00011895958657981281,1.6248420271269226e-06,6.188477401410162e-05,2.1148804014962848e-05,2.1965283316452666e-05,1.6206526755002996e-05,0.0,6.846064662522163e-05,8.302853230564882e-06,0.00013379841866344424,3.5913085657300324e-05,5.941623387984884e-05,4.347939299082538e-05,2.7815894052657467e-12,6.910388399639654e-06,1.3793817118592813e-05,8.64926812580887e-05,3.266824568832823e-05,1.0124754055529184e-06,0.0,1.523790864404541e-06,1.9786456574794787e-07,2.918773943607024e-05,0.0,7.634153550164808e-05,4.7734696373398955e-05,2.7517153336272916e-05,8.168369495744593e-05,0.0,0.00019349957114309812,1.3861539219952218e-05,7.1866659743094565e-06,0.00012025748476642233,4.197467699361195e-05,0.0003399013128847863,9.519898702411308e-05,0.00018681839287513404,5.669085089040485e-05,0.0002372885227564371,0.0003782560715182785,0.00011524338322174322,1.9053242456994676e-05,0.00019885225986914854,1.47176173295423e-05,0.0,0.0,0.0,0.00016003420788653945,9.902238624293182e-05,0.0,2.273369210074996e-06,0.00011797958736033553,1.4928922736863223e-05,0.00013836973241465898,4.974230239536735e-05,1.3474100244557054e-05,0.00010772090328784236,7.936269794278276e-13,1.4983953207543532e-06,0.00013879234359943257,-5.0450885461584425e-06,8.645165831817084e-06,0.00014964944167395565,5.7240965988608874e-05,0.00015329578973232347,0.0002421582608438259,0.00012344569459418338,0.0002121491249288514,-0.0,4.9914895988085615e-05,1.3347528657009761e-05,9.330505020623357e-05,0.0006098578078136944,0.0,0.0,0.0005027565885522704,0.000388449282017463,6.297098962489957e-05,5.0253838897616895e-05,3.5988399292896565e-06,1.3958276383141844e-05,2.8850580550556643e-05,9.556208542784649e-06,1.2607073143390919e-05,0.0,3.348199721116877e-05
I,60,1687851120000000000,1.3151603745190775e-05,8.148820231394164e-05,4.661701561359633e-05,1.0347992109245859e-05,1.7303620236554463e-06,9.713564596428746e-05,5.7875860151448654e-05,6.290095161188852e-05,6.537682760962128e-05,0.0002539127326262854,0.0,4.4658245753435334e-05,2.0602853529719857e-12,0.00012013682811088914,1.667711924018567e-06,6.246411537192465e-05,2.1380522511514303e-05,2.2204108788810547e-05,1.63060661974029e-05,4.259270103547363e-13,6.930068942749193e-05,8.309701002460055e-06,0.0001352099392433352,3.7634509612738035e-05,6.195911010330517e-05,4.521970076285257e-05,3.5486701216840404e-10,7.440767022800181e-06,1.3990708940914081e-05,8.968762570534952e-05,3.54291772128458e-05,1.24142519212078e-06,0.0,1.6170654173229476e-06,2.072984342725178e-07,3.066039536667045e-05,0.0,8.016275300971248e-05,4.99383125957431e-05,2.7801982044097233e-05,8.28075964478863e-05,0.0,0.00019559979081474813,1.4169929015730073e-05,7.3191682930515346e-06,0.00012168794066887504,4.3389811763212524e-05,0.00034619599211840424,9.779062939686526e-05,0.000188678830933948,5.794622100080119e-05,0.0002460527646255116,0.0003910224858194492,0.00011659833816834249,1.9491138098166234e-05,0.00020229987607205002,1.6740033015575028e-05,0.0,0.0,0.0,0.00016234778060084869,0.00010022217266415736,0.0,2.3522855872609177e-06,0.00011925102558597996,1.5297871103877934e-05,0.00014000651785537775,5.29423888578068e-05,1.4314026161980584e-05,0.00010872665954941914,1.5230040514394992e-12,1.349255474427511e-06,0.00014034973656443307,-5.258576878558442e-06,8.786465036911782e-06,0.00015293322318856678,5.845410703870748e-05,0.0001556002356570758,0.0002445391216628501,0.0001591724563356423,0.00021417101267776022,-0.0,5.063288301847674e-05,1.371439275002084e-05,9.494386002270048e-05,0.0006227342430808064,0.0,0.0,0.0005081042604296394,0.0003926062682854007,6.407323834780827e-05,5.10347269422051e-05,3.679897190114787e-06,1.4101764447742305e-05,2.951760420001063e-05,9.737493327806245e-06,1.3251868229235681e-05,0.0,3.6312778212043615e-05
I,61,1687851420000000000,1.3491108920236908e-05,8.174922309438078e-05,4.9976540427990753e-05,1.040623090285467e-05,1.7761648030145247e-06,9.709496984354136e-05,5.817309835519449e-05,6.379693215542466e-05,6.9396141603943e-05,0.00025594753986993984,0.0,4.592976081926961e-05,2.433511849430755e-12,0.0001201019535993251,1.6948413482806677e-06,6.284509568792218e-05,2.15187229690494e-05,2.2360782733688486e-05,1.636303613102644e-05,0.0,6.901877512749814e-05,8.281311898540926e-06,0.00013531969081357758,3.88882616336502e-05,6.410131652058706e-05,4.70880110738626e-05,5.617026990858305e-09,7.981118545032262e-06,1.4004344129472546e-05,9.293535788425412e-05,3.7902798208875133e-05,1.4758032853618286e-06,0.0,1.6696102619459274e-06,2.113346954600561e-07,3.1678843000227374e-05,1.7769978820355687e-12,8.231997055790238e-05,5.1602601752580455e-05,2.7766258341955475e-05,8.3425434455816e-05,0.0,0.00019599922143893233,1.440520284041388e-05,7.345536034708769e-06,0.00012190274601406113,4.466527488224412e-05,0.00034912363397202316,9.962959349847365e-05,0.00018760073141530986,5.892898983925754e-05,0.00025425428131720215,0.0004017943667294877,0.0001158102006897528,1.9446444391297415e-05,0.00019804686954078013,1.8541314289357642e-05,0.0,0.0,0.0,0.00016282979157686888,0.00010122406798614803,0.0,2.412450728476197e-06,0.00011994933881816387,1.5584123641725464e-05,0.00014074098798634552,5.578295237323708e-05,1.5158277767042419e-05,0.00010884656092273223,1.5589670026689355e-12,1.3260998931822436e-06,0.00014032894565331995,-5.508539730756638e-06,8.907875319031714e-06,0.0001546002160971661,5.936245028784458e-05,0.00015544511343429412,0.00024434587801273904,0.000170370859897406,0.00021373344791714787,-0.0,5.046690123855488e-05,1.3978841740939576e-05,9.597229392730386e-05,0.0006237726998645888,0.0,0.0,0.0005031686206502267,0.00039232522499807557,6.488306675165139e-05,5.0939000786953295e-05,3.7241082380157684e-06,1.4115442134160261e-05,2.9317859708916084e-05,9.896272101938102e-06,1.3220669737241069e-05,0.0,3.897728693062976e-05
I,62,1687851720000000000,1.3831701750084098e-05,8.188265714485643e-05,5.292038050843271e-05,1.0437164591940637e-05,1.7947567688399944e-06,9.729046554752319e-05,5.835880598952925e-05,6.454737588654867e-05,7.25429367399156e-05,0.0002580207991528198,1.1671439982578438e-12,4.754086707437305e-05,1.2857710114945814e-12,0.00012031215122084704,1.6860400963056328e-06,6.315733539810616e-05,2.1685725971574797e-05,2.2474481937515752e-05,1.6405283556817305e-05,4.3332203474692596e-13,6.896858544638299e-05,8.109658717386531e-06,0.00013601487333865796,4.059173178970422e-05,6.601802994295806e-05,4.885449606039672e-05,2.7814325441892884e-08,8.509589763253158e-06,1.397620514874693e-05,9.596000276326397e-05,4.0255160277967554e-05,1.6491433418838933e-06,0.0,1.7350096607526936e-06,2.129425894975522e-07,3.251217707035577e-05,0.0,8.46818206842381e-05,5.286968634128306e-05,2.7731037303502524e-05,8.401414934052009e-05,0.0,0.00019707200791972712,1.4513516991633555e-05,7.3243321686728145e-06,0.00012216565407055784,4.5811688008823286e-05,0.00035368345433702274,0.00010113814987483431,0.00018879919180415453,5.97716604287179e-05,0.0002615343528613089,0.0004134240778073504,0.00011595123047646521,1.930823948218386e-05,0.00019973287215298654,2.0794370646380698e-05,0.0,0.0,0.0,0.0001637521728074118,0.00010165846889395033,0.0,2.4653819871751293e-06,0.0001206073663797952,1.580119680678333e-05,0.00014159486919811668,5.8423897185154084e-05,1.59671313256895e-05,0.00010902082055230646,0.0,1.4276037535302878e-06,0.00014078963232280718,-5.7016159275308335e-06,8.96118203986123e-06,0.0001566065805678944,5.9720696001712356e-05,0.00015644557767101436,0.00024546809543069973,0.00017632361009152568,0.0002151322483614042,-0.0,5.036129736259302e-05,1.4171450118218147e-05,9.702489341815217e-05,0.0006348778544113372,0.0,0.0,0.0005070610456991137,0.0003951060184017147,6.52582320377591e-05,5.09915471604673e-05,3.734371232669357e-06,1.4132685733863711e-05,2.9204277772035923e-05,9.974517440276717e-06,1.3339458443827106e-05,0.0,4.124058942363356e-05
