scenario,row,timestamp,C102-S_velocity,C105-S_velocity,C111-S_velocity,C113-S_velocity,C131-S_velocity,C141-S_velocity,C159-S_velocity,C163-S_velocity,C168-S_velocity,C182-S_velocity,C187-S_velocity,C190-S_velocity,C191-S_velocity,C211-S_velocity,C21-S_velocity,C226-S_velocity,C227-S_velocity,C229-S_velocity,C236-S_velocity,C23-S_velocity,C249-S_velocity,C251-S_velocity,C260-S_velocity,C26-S_velocity,C274-S_velocity,C279-S_velocity,C27-S_velocity,C292-S_velocity,C2-S_velocity,C301-S_velocity,C314-S_velocity,C317-S_velocity,C319-S_velocity,C321-S_velocity,C325-S_velocity,C327-S_velocity,C328-S_velocity,C338-S_velocity,C340-S_velocity,C34-S_velocity,C351-S_velocity,C355-S_velocity,C361-S_velocity,C362-S_velocity,C37-S_velocity,C382-S_velocity,C3-S_velocity,C417-S_velocity,C418-S_velocity,C422-S_velocity,C449-S_velocity,C473-S_velocity,C474-S_velocity,C478-S_velocity,C530-S_velocity,C532-S_velocity,C548-S_velocity,C549-S_velocity,C550-S_velocity,C551-S_velocity,C556-S_velocity,C576-S_velocity,C602-S_velocity,C638-S_velocity,C650-S_velocity,C659-S_velocity,C65-S_velocity,C677-S_velocity,C681-S_velocity,C685-S_velocity,C687-S_velocity,C68-S_velocity,C69-S_velocity,C708-S_velocity,C725-S_velocity,C728-S_velocity,C729-S_velocity,C734-S_velocity,C740-S_velocity,C742-S_velocity,C744-S_velocity,C74-S_velocity,C752-S_velocity,C756-S_velocity,C758-S_velocity,C759-S_velocity,C761-S_velocity,C771-S_velocity,C772-S_velocity,C779-S_velocity,C79-S_velocity,C7-S_velocity,C816-S_velocity,C830-S_velocity,C839-S_velocity,C84-S_velocity,C89-S_velocity
Base,203,1687894020000000000,0.0,2.9834289356187814e-08,1.6255168969473683e-06,0.0,0.0,0.0,0.0,5.087552743507269e-07,0.0,5.5137477118404754e-06,0.0,6.269618796882624e-06,0.0,0.0,0.0,0.0,1.4047210786829534e-06,0.0,8.861848897142939e-07,0.0,0.0,0.0,0.0,1.1168187525644845e-06,1.0724390644131852e-05,6.591044365801454e-06,0.0,1.9956151664425262e-08,0.0,0.0001090258138886782,6.005452368610894e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.120021171956386e-08,0.0,0.0,0.0,2.2693277248805905e-05,6.476364654084742e-05,3.5333193953975596e-07,0.0,9.342053516940469e-06,0.0,0.0,0.0,2.519323772139686e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5392153303811538e-05,0.0,2.253918770726716e-06,5.000712385636472e-06,1.2882604242707188e-05,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.678011905993205e-07,8.360043095963999e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2035839661430994e-07,0.0,0.0,0.0
Base,204,1687894320000000000,0.0,0.0,8.746813459602752e-07,0.0,0.0,0.0,0.0,8.447373564219116e-08,0.0,4.258458024902631e-06,0.0,5.211620556929009e-06,0.0,0.0,0.0,0.0,1.0134058355387322e-06,0.0,6.988979197354109e-07,0.0,0.0,0.0,0.0,7.36491887258647e-07,8.381321375727926e-06,4.944267041172611e-06,0.0,3.1048179754859374e-09,0.0,0.00010433049705896774,3.986324085386633e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1272367774965798e-05,5.4043323433942264e-05,9.432307542839676e-08,0.0,8.023729324302717e-06,0.0,0.0,0.0,1.6612279269614901e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2237351567089554e-05,0.0,1.979637380559907e-06,3.6586153107604914e-06,1.1159735983247651e-05,0.0,0.0,0.0,0.0,-0.0,0.0,1.5008509832875948e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.18633134759361e-07,0.0,0.0,0.0,0.0,0.0,3.9711685409051084e-08,0.0,0.0,0.0,0.0,0.0,5.952597099822864e-08,0.0,0.0,0.0
Base,205,1687894620000000000,0.0,0.0,3.626986539085655e-07,0.0,0.0,0.0,0.0,0.0,0.0,3.319619960701804e-06,0.0,4.304076314661725e-06,0.0,0.0,0.0,0.0,6.918533519952459e-07,0.0,5.221559044781487e-07,0.0,0.0,0.0,0.0,4.266875089146493e-07,6.220992032064056e-06,3.4921702840803042e-06,0.0,0.0,0.0,0.00010024959062107396,2.2678011819126154e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2967440249082144e-08,0.0,0.0,0.0,1.9903917899296253e-05,4.349297576193563e-05,0.0,0.0,6.74691672102285e-06,0.0,0.0,0.0,1.0313065991907729e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.27588771100271e-06,0.0,1.759067386650441e-06,2.2798477578659392e-06,9.774495312326834e-06,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.66771995804534e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0698849743817e-08,0.0,0.0,0.0
Base,206,1687894920000000000,0.0,0.0,7.800087842235647e-08,0.0,0.0,0.0,0.0,0.0,0.0,2.578127097169268e-06,0.0,3.525708631734526e-06,0.0,0.0,0.0,6.240289921466954e-13,4.3018537372470134e-07,0.0,3.605253542601691e-07,0.0,0.0,0.0,0.0,2.0712555536478072e-07,4.293441592186242e-06,2.4341612913590804e-06,0.0,0.0,0.0,9.633833413900143e-05,9.894419708938673e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.878412865417025e-05,3.419107814556483e-05,0.0,0.0,5.5069867980753086e-06,0.0,0.0,0.0,5.90870211529939e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.552572331037479e-06,0.0,1.5677253648173859e-06,1.0315495112862994e-06,8.839801199604651e-06,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.183765334840704e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0122920490942015e-08,2.6985535626476472e-09,0.0,0.0,0.0
Base,207,1687895220000000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9856313325898427e-06,0.0,2.8599286880859995e-06,0.0,0.0,0.0,0.0,2.225480168949972e-07,0.0,2.1716861572927958e-07,0.0,0.0,0.0,0.0,7.185786961482108e-08,2.653215539185198e-06,1.5643008568825214e-06,0.0,0.0,0.0,9.282518228162987e-05,2.4553375692374424e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2058044368525199e-08,0.0,0.0,0.0,1.767734591014837e-05,2.572894918845934e-05,0.0,0.0,4.298775679828645e-06,0.0,0.0,0.0,3.0216008036841584e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.231156363648608e-06,0.0,1.4210482481000144e-06,5.755133002830148e-07,8.010724890721931e-06,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.745601271782949e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Base,208,1687895520000000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3531159322147538e-06,0.0,2.291679238401813e-06,0.0,0.0,0.0,0.0,1.4599204573382065e-07,0.0,1.0777220091968138e-07,0.0,0.0,0.0,0.0,1.0554946731147038e-08,1.66565779650056e-06,8.766167330505129e-07,0.0,0.0,0.0,8.989214752458688e-05,6.67328545060776e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6591480868757405e-05,1.770583641410015e-05,0.0,0.0,3.188761894622962e-06,0.0,0.0,0.0,1.297782000184775e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5996690593498635e-06,0.0,1.2644381697849414e-06,1.7514926977196067e-09,7.32226571373056e-06,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.347813785191564e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Base,209,1687895820000000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.428039930227055e-07,0.0,1.7180923532081484e-06,0.0,0.0,0.0,0.0,9.205064426366162e-08,0.0,3.972269554553256e-08,0.0,0.0,0.0,0.0,7.319617695119638e-09,9.831755079457758e-07,4.148590961405431e-07,0.0,0.0,0.0,8.694950167117972e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0033194810662157e-08,0.0,0.0,0.0,1.55337116737343e-05,1.0749020439943574e-05,0.0,0.0,2.1732704524847277e-06,0.0,0.0,0.0,3.934900127304269e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3362684651219927e-06,0.0,1.1393241247798527e-06,0.0,6.7015022705909055e-06,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.989182647571784e-07,0.0,4.366895195286518e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Base,210,1687896120000000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.02798198779492e-07,0.0,1.178536768493219e-06,0.0,0.0,0.0,0.0,5.1938855779330335e-08,0.0,7.960830453607592e-09,0.0,0.0,0.0,0.0,2.5370133256932964e-09,5.212196674762108e-07,1.4759907025277428e-07,0.0,0.0,0.0,8.410384001005945e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4508378298471108e-05,5.201700771781045e-06,0.0,0.0,1.3522877271493658e-06,0.0,0.0,0.0,4.8662676521638926e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.20582796074759e-07,0.0,1.0188326436520106e-06,0.0,6.146281198949636e-06,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.679708179171652e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Base,211,1687896420000000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.486835812589594e-09,0.0,2.766599702671637e-07,0.0,7.334839033796468e-07,0.0,0.0,0.0,0.0,2.4283042953468652e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3204445097283163e-07,2.8228972648462403e-08,0.0,0.0,0.0,8.138139392186751e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3488487418044803e-05,1.8549447638482955e-06,0.0,0.0,7.400018095841408e-07,0.0,0.0,0.0,3.1319181652068916e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2373803166613733e-07,0.0,9.162336252592757e-07,6.420283090678609e-10,5.650150883206877e-06,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.410430507891095e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6388825543900895e-08,0.0,0.0,0.0,0.0
Base,212,1687896720000000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2595423436675562e-07,0.0,3.9011330032386913e-07,0.0,0.0,0.0,0.0,7.783880013067422e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.475747358216226e-08,0.0,0.0,0.0,0.0,7.880784099351674e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.24583812532137e-05,3.517363104495936e-07,0.0,0.0,3.3783552389959867e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.533999852183166e-09,0.0,8.223631522209033e-07,0.0,5.212037773007395e-06,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.171702586290641e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Base,213,1687897020000000000,3.72524081532964e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7950399793409565e-08,0.0,1.5259454010125214e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.42622261099919e-09,0.0,0.0,0.0,0.0,7.638836506903815e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.141781423531598e-05,0.0,0.0,0.0,1.1266945122418198e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.385152343412535e-07,0.0,4.831097004375765e-06,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.957295782778363e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Base,214,1687897320000000000,3.765891326245367e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7103558113837345e-09,0.0,2.5907162833667324e-08,0.0,0.0,0.0,0.0,4.7732871813706854e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.412128844136365e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0382701216193138e-05,0.0,0.0,0.0,1.4612873544027425e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.615167692375959e-07,0.0,4.491477042745951e-06,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.764699310373905e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Base,215,1687897620000000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.987673528202381e-13,0.0,7.681404877707424e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.196745194217849e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.367745382906572e-06,3.0255999151029514e-09,0.0,0.0,5.195966989230344e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.944542868719267e-07,0.0,4.185510647487177e-06,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.590891981249586e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Base,216,1687897920000000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.215328833287218e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.010020398152968e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.478805255038791e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.413721605640088e-07,0.0,3.920202204046863e-06,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4299382430513613e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Base,217,1687898220000000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.830548860983916e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.611989590442388e-06,0.0,0.0,0.0,4.796476603558932e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.859216686813728e-07,0.0,3.6842880294696282e-06,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.285009389669581e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Base,218,1687898520000000000,3.865246134236527e-13,1.6079678503647547e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.912427578826237e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.660724285834324e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.7203817494034315e-06,0.0,0.0,0.0,4.942118411335097e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.581864222889246e-09,0.0,4.2475814597556066e-07,0.0,3.471682517361744e-06,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.150919413344336e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Base,219,1687898820000000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1869500944866917e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.500966159392628e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.797074533945517e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8254492525645427e-07,0.0,3.2767325802893714e-06,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.023193052394267e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Base,220,1687899120000000000,3.741319531639877e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.963522464341703e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.351497690758261e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.912654760646717e-06,0.0,0.0,0.0,4.921297433338807e-13,7.939841962631978e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3815292212581775e-07,0.0,3.1011822044013927e-06,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9033924357474954e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Base,221,1687899420000000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.212058122181069e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.071694712163085e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.046096537030645e-07,0.0,2.9443825218395957e-06,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1.9240335598658932e-08,0.0,0.0,0.0,0.0,3.8449762467960115e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Base,222,1687899720000000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.432190359899906e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0821408169995456e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.278524401919215e-06,0.0,0.0,0.0,4.952485468606783e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.709948623613525e-07,0.0,2.802877381304313e-06,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.829434981376736e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Base,223,1687900020000000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.713056801542825e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.960953703542508e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6898633210336244e-06,0.0,0.0,0.0,4.769683983059758e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.412005231688949e-07,0.0,2.6749631766764757e-06,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8252656005254536e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1220415652718253e-08,0.0,0.0,0.0,0.0
Base,224,1687900320000000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.57543620199838e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.847819690205464e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2021172097734598e-06,2.750960639296166e-09,0.0,0.0,4.701956445970628e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1065830117367027e-07,0.0,2.558989204903755e-06,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.824070330370814e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Base,225,1687900620000000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.902430403568443e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.742269863299978e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.778463892321955e-06,0.0,0.0,0.0,4.878269588571473e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9240412882811976e-07,0.0,2.4538214769266554e-06,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.823765756493196e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Base,226,1687900920000000000,2.153696004860901e-06,1.6875826174842403e-05,6.462000647346044e-12,2.7783232866842325e-06,0.0,3.2956536342324734e-05,3.5860874991997053e-06,6.392132030558572e-06,4.5415384507225625e-05,3.476700488235375e-05,0.0,2.6622769843542457e-05,8.923926011334623e-13,6.868040995891751e-05,2.1160318785678935e-07,4.575304780110036e-06,2.1385972410824263e-06,1.7478875172489357e-06,3.271928063604907e-06,4.805155910696436e-11,5.5911105849565e-05,4.223411458541264e-09,5.733889966841036e-05,1.9939636606402633e-05,7.31377639674055e-06,3.0951788924016653e-06,9.305482684366933e-13,2.5599915423512646e-07,9.927906712354194e-06,8.635038891839133e-05,2.455181257115345e-06,0.0,0.0,3.898038568212425e-07,7.513216685827328e-09,2.833433835627373e-06,0.0,7.567483758142069e-05,6.9957057057051325e-06,2.5105191174157824e-05,7.030613341356807e-06,0.0,8.74202269746566e-05,0.0,1.778901989857779e-06,6.35445655362987e-05,6.692871178831834e-06,0.00012889617413680042,7.98138343004261e-08,0.0002621625498240373,5.279174257390585e-06,0.00017864123480978048,5.765553900423897e-06,0.0005537570071659684,7.896604424315277e-06,0.0,0.0,0.0,0.00011305379625927529,1.6508371363015354e-07,0.0,0.0,2.435483509057702e-05,7.236717727621066e-08,6.42499847282321e-05,1.1193182650460347e-05,6.2913079179754195e-06,4.672791877154427e-05,0.0,0.0,9.425767168600521e-05,-1.7183641809523989e-09,1.5805175913966745e-09,7.865103241634933e-05,3.9312436097576687e-07,0.00013983464321410983,0.00015717248092167062,0.00032870662505527697,0.00013950875633273236,2.708670408783657e-09,6.954424771690959e-05,5.885048169731419e-07,2.9343705047409906e-05,0.0008278958127601343,-6.99039941894488e-06,3.236065944292885e-08,0.0008025613438073366,0.00033548270415630695,4.4372696044878506e-07,4.997205319695864e-05,0.0,1.0299196435401859e-05,6.506794032775356e-05,1.002274999844083e-09,1.4925314078091694e-05,0.0,8.504534683231914e-06
