,Base,I,V,V&I,node_name,node_id,neighborhood
0,0.0,0.013420063888705869,0.0013480777177647951,0.016762068810042052,J105-S_volume,J105-S,Downtown
1,0.0,-28.466061229507666,-33.01265378664449,-36.92177781472598,J10-S_volume,J10-S,Downtown
2,0.0,0.8044617398683442,-4.12663154426366,-3.4364938319189804,J116-S_volume,J116-S,Downtown
3,0.0,-2.2667486573620685,-0.7868511309779826,-2.9790994536671143,J119-S_volume,J119-S,Downtown
4,0.0,-12.221237514258483,-0.03571497065284035,-12.268796428705464,J128-S_volume,J128-S,Canton
5,0.0,-37.13388746550436,-6.068459601734872,-41.870893238339974,J130-S_volume,J130-S,Downtown
6,0.0,-4.468589160410559,-0.7872370217007933,-5.065332146672212,J131-S_volume,J131-S,Downtown
7,0.0,-1.2705389039957993,-1.2530359087232767,-2.5654353809441943,J136-S_volume,J136-S,Downtown
8,0.0,1.65387815041775,0.1642434314593082,1.7939161890900337,J138-S_volume,J138-S,Downtown
9,0.0,0.017616677650554635,-0.1313082319904595,-0.11334109017401417,J141-S_volume,J141-S,Downtown
10,0.0,-6.6852747837879605,-0.022810553385504306,-7.429956351091228,J157-S_volume,J157-S,Downtown
11,0.0,-0.001511440741261083,-0.438442894864675,-0.4405367360073811,J163-S_volume,J163-S,Downtown
12,0.0,-0.13613168368872408,-0.15782303703334577,-0.29184266132764236,J165-S_volume,J165-S,Federal Hill
13,0.0,0.0014703185300266597,-8.456905185028063e-07,0.0014702233488428362,J171-S_volume,J171-S,Canton
14,0.0,0.014409693649227506,-0.012045918992839688,0.0025548846053702334,J177-S_volume,J177-S,Federal Hill
15,0.0,-18.119893353629266,-0.817027757059293,-18.55506952337828,J182-S_volume,J182-S,Federal Hill
16,0.0,-3.1965166382383785,6.55010124219757e-05,-3.198111082022674,J191-S_volume,J191-S,Fells Point
17,0.0,-0.0005134342075727716,0.0007358064728784086,0.000520222033703277,J1-S_volume,J1-S,Clifton Park
18,0.0,-4.316673913251634e-05,-6.564070496040131e-07,-0.00019891685859008135,J204-S_volume,J204-S,Fells Point
19,0.0,0.0032216844013248647,-1.8264023058954422,-1.8237127734831518,J208-S_volume,J208-S,Downtown
20,0.0,-4.587032104583336,-0.41171729817033764,-4.925908847785223,J211-S_volume,J211-S,Fells Point
21,0.0,-8.162005145010312,-0.0005420685593833241,-8.180010577762317,J227-S_volume,J227-S,Locust Point
22,0.0,-0.005534754098125205,3.140583668059804e-05,-0.00552688864741846,J231-S_volume,J231-S,Locust Point
23,0.0,1.27765547095634,-0.0003084116611891119,1.2778698819923981,J232-S_volume,J232-S,Locust Point
24,0.0,0.0008008459618515928,4.483473041716479e-07,0.0005185595324732617,J234-S_volume,J234-S,Locust Point
25,0.0,-0.00014489821920626866,5.3578440233792435e-05,-9.127870191250054e-05,J238-S_volume,J238-S,Locust Point
26,0.0,0.005772660330524815,-0.05088870853070304,-0.04638171026510918,J240-S_volume,J240-S,Locust Point
27,0.0,-0.8541745528850697,-0.3963319305401427,-1.2640937769787541,J245-S_volume,J245-S,Locust Point
28,0.0,-5.088872068668508,-2.402201108737387,-6.039694435068153,J253-S_volume,J253-S,Eager Park
29,0.0,1.205541226575999,-1.4669868031321798,-0.3582506711490687,J260-S_volume,J260-S,Broadway East
30,0.0,-1.5479775790572496,-0.55803228265993,-2.080755919373672,J266-S_volume,J266-S,Clifton Park
31,0.0,-0.0005812036078864935,-0.134907724960998,-0.13524670974435082,J268-S_volume,J268-S,Clifton Park
32,0.0,1.6506312084274555e-05,-0.0030603546801373227,-0.0030439551662073683,J273-S_volume,J273-S,Clifton Park
33,0.0,-8.949395655093067,-1.6316246850152858,-9.216078888587447,J278-S_volume,J278-S,Broadway East
34,0.0,-0.3442273642165077,-0.001201618306168939,-0.3324143953751033,J27-S_volume,J27-S,Locust Point
35,0.0,-10.570629757239963,-2.5141402069460668,-11.437534646942964,J280-S_volume,J280-S,Broadway East
36,0.0,1.0299514545236903,-1.311149313814255,-0.07552116278740328,J328-S_volume,J328-S,Broadway East
37,0.0,-2.060520428562782,-6.019677374890556,-11.033133507871987,J329-S_volume,J329-S,Broadway East
38,0.0,-8.419131257499195,-4.938450804523107,-11.381171540235549,J338-S_volume,J338-S,Eager Park
39,0.0,-3.022827959025051,0.00023579851679755848,-3.02550200010549,J33-S_volume,J33-S,Locust Point
40,0.0,0.0007685580186702623,2.2279525779822507e-08,0.0007661365854190194,J34-S_volume,J34-S,Locust Point
41,0.0,-6.474432191068857,-1.1730432173266863,-7.539447558603278,J361-S_volume,J361-S,Eager Park
42,0.0,-16.497770400605965,-5.777577304458063,-18.31107516546791,J366-S_volume,J366-S,Eager Park
43,0.0,20.88757300279579,-7.882387509463129,9.31553976416481,J385-S_volume,J385-S,Broadway East
44,0.0,-14.891640196351045,-1.3521393618942454,-15.651669276895856,J3-S_volume,J3-S,Fells Point
45,0.0,0.010794000608818521,-0.2973934004239389,-0.2887367893603816,J413-S_volume,J413-S,Broadway East
46,0.0,-35.45215445673341,-7.532088110381679,-37.710839673872314,J421-S_volume,J421-S,McElderry Park
47,0.0,0.0008757165710342463,1.089583534508165e-08,0.0008747274846498954,J42-S_volume,J42-S,Locust Point
48,0.0,0.6315590657271244,-0.09079979213192502,0.5360339704643593,J433-S_volume,J433-S,Madison-Eastend
49,0.0,-4.115611180940597,-3.5403332428026886,-5.407367555784802,J437-S_volume,J437-S,Patterson Park
50,0.0,0.0,-10.62464026794899,0.0,J438-S_volume,J438-S,McElderry Park
