,node,scenario,count,time_above
0,J105-S_depth,BGN,1,5
1,J10-S_depth,BGN,7,35
2,J116-S_depth,BGN,9,45
3,J119-S_depth,BGN,0,0
4,J128-S_depth,BGN,0,0
5,J130-S_depth,BGN,41,205
6,J131-S_depth,BGN,0,0
7,J136-S_depth,BGN,14,70
8,J138-S_depth,BGN,4,20
9,J141-S_depth,BGN,1,5
10,J157-S_depth,BGN,15,75
11,J163-S_depth,BGN,0,0
12,J165-S_depth,BGN,0,0
13,J171-S_depth,BGN,0,0
14,J177-S_depth,BGN,0,0
15,J182-S_depth,BGN,13,65
16,J191-S_depth,BGN,4,20
17,J1-S_depth,BGN,0,0
18,J204-S_depth,BGN,0,0
19,J208-S_depth,BGN,7,35
20,J211-S_depth,BGN,2,10
21,J227-S_depth,BGN,35,175
22,J231-S_depth,BGN,0,0
23,J232-S_depth,BGN,0,0
24,J234-S_depth,BGN,0,0
25,J238-S_depth,BGN,0,0
26,J240-S_depth,BGN,5,25
27,J245-S_depth,BGN,10,50
28,J253-S_depth,BGN,0,0
29,J260-S_depth,BGN,0,0
30,J266-S_depth,BGN,0,0
31,J268-S_depth,BGN,0,0
32,J273-S_depth,BGN,0,0
33,J278-S_depth,BGN,0,0
34,J27-S_depth,BGN,0,0
35,J280-S_depth,BGN,10,50
36,J328-S_depth,BGN,21,105
37,J329-S_depth,BGN,4,20
38,J338-S_depth,BGN,9,45
39,J33-S_depth,BGN,16,80
40,J34-S_depth,BGN,0,0
41,J361-S_depth,BGN,11,55
42,J366-S_depth,BGN,0,0
43,J385-S_depth,BGN,29,145
44,J3-S_depth,BGN,2,10
45,J413-S_depth,BGN,3,15
46,J421-S_depth,BGN,16,80
47,J42-S_depth,BGN,0,0
48,J433-S_depth,BGN,1,5
49,J437-S_depth,BGN,0,0
50,J438-S_depth,BGN,13,65
51,J450-S_depth,BGN,0,0
52,J456-S_depth,BGN,2,10
53,J45-S_depth,BGN,0,0
54,J460-S_depth,BGN,0,0
55,J461-S_depth,BGN,3,15
56,J46-S_depth,BGN,0,0
57,J471-S_depth,BGN,16,80
58,J480-S_depth,BGN,8,40
59,J484-S_depth,BGN,12,60
60,J491-S_depth,BGN,6,30
61,J492-S_depth,BGN,0,0
62,J49-S_depth,BGN,0,0
63,J4-S_depth,BGN,5,25
64,J506-S_depth,BGN,9,45
65,J507-S_depth,BGN,11,55
66,J50-S_depth,BGN,0,0
67,J512-S_depth,BGN,3,15
68,J534-S_depth,BGN,9,45
69,J539-S_depth,BGN,22,110
70,J541-S_depth,BGN,1,5
71,J548-S_depth,BGN,24,120
72,J556-S_depth,BGN,13,65
73,J567-S_depth,BGN,0,0
74,J568-S_depth,BGN,5,25
75,J571-S_depth,BGN,0,0
76,J576-S_depth,BGN,0,0
77,J578-S_depth,BGN,4,20
78,J586-S_depth,BGN,0,0
79,J587-S_depth,BGN,14,70
80,J592-S_depth,BGN,0,0
81,J5-S_depth,BGN,10,50
82,J609-S_depth,BGN,0,0
83,J60-S_depth,BGN,5,25
84,J619-S_depth,BGN,8,40
85,J620-S_depth,BGN,55,275
86,J624-S_depth,BGN,53,265
87,J62-S_depth,BGN,19,95
88,J632-S_depth,BGN,0,0
89,J637-S_depth,BGN,5,25
90,J640-S_depth,BGN,0,0
91,J659-S_depth,BGN,11,55
92,J672-S_depth,BGN,0,0
93,J675-S_depth,BGN,9,45
94,J686-S_depth,BGN,1,5
95,J694-S_depth,BGN,0,0
96,J695-S_depth,BGN,0,0
97,J712-S_depth,BGN,0,0
98,J714-S_depth,BGN,7,35
99,J71-S_depth,BGN,20,100
100,J722-S_depth,BGN,0,0
101,J72-S_depth,BGN,0,0
102,J732-S_depth,BGN,9,45
103,J733-S_depth,BGN,0,0
104,J748-S_depth,BGN,0,0
105,J749-S_depth,BGN,4,20
106,J751-S_depth,BGN,0,0
107,J756-S_depth,BGN,13,65
108,J758-S_depth,BGN,0,0
109,J760-S_depth,BGN,0,0
110,J761-S_depth,BGN,10,50
111,J762-S_depth,BGN,0,0
112,J764-S_depth,BGN,0,0
113,J765-S_depth,BGN,0,0
114,J772-S_depth,BGN,9,45
115,J782-S_depth,BGN,0,0
116,J787-S_depth,BGN,0,0
117,J789-S_depth,BGN,0,0
118,J78-S_depth,BGN,0,0
119,J792-S_depth,BGN,20,100
120,J799-S_depth,BGN,0,0
121,J7-S_depth,BGN,21,105
122,J801-S_depth,BGN,0,0
123,J80-S_depth,BGN,0,0
124,J88-S_depth,BGN,20,100
125,J8-S_depth,BGN,25,125
126,J105-S_depth,BGNx3,1,5
127,J10-S_depth,BGNx3,7,35
128,J116-S_depth,BGNx3,9,45
129,J119-S_depth,BGNx3,0,0
130,J128-S_depth,BGNx3,0,0
131,J130-S_depth,BGNx3,41,205
132,J131-S_depth,BGNx3,0,0
133,J136-S_depth,BGNx3,14,70
134,J138-S_depth,BGNx3,4,20
135,J141-S_depth,BGNx3,1,5
136,J157-S_depth,BGNx3,15,75
137,J163-S_depth,BGNx3,0,0
138,J165-S_depth,BGNx3,0,0
139,J171-S_depth,BGNx3,0,0
140,J177-S_depth,BGNx3,0,0
141,J182-S_depth,BGNx3,13,65
142,J191-S_depth,BGNx3,4,20
143,J1-S_depth,BGNx3,0,0
144,J204-S_depth,BGNx3,0,0
145,J208-S_depth,BGNx3,7,35
146,J211-S_depth,BGNx3,0,0
147,J227-S_depth,BGNx3,35,175
148,J231-S_depth,BGNx3,0,0
149,J232-S_depth,BGNx3,0,0
150,J234-S_depth,BGNx3,0,0
151,J238-S_depth,BGNx3,0,0
152,J240-S_depth,BGNx3,5,25
153,J245-S_depth,BGNx3,10,50
154,J253-S_depth,BGNx3,0,0
155,J260-S_depth,BGNx3,0,0
156,J266-S_depth,BGNx3,0,0
157,J268-S_depth,BGNx3,0,0
158,J273-S_depth,BGNx3,0,0
159,J278-S_depth,BGNx3,0,0
160,J27-S_depth,BGNx3,0,0
161,J280-S_depth,BGNx3,10,50
162,J328-S_depth,BGNx3,21,105
163,J329-S_depth,BGNx3,4,20
164,J338-S_depth,BGNx3,9,45
165,J33-S_depth,BGNx3,16,80
166,J34-S_depth,BGNx3,0,0
167,J361-S_depth,BGNx3,11,55
168,J366-S_depth,BGNx3,0,0
169,J385-S_depth,BGNx3,28,140
170,J3-S_depth,BGNx3,2,10
171,J413-S_depth,BGNx3,3,15
172,J421-S_depth,BGNx3,16,80
173,J42-S_depth,BGNx3,0,0
174,J433-S_depth,BGNx3,1,5
175,J437-S_depth,BGNx3,0,0
176,J438-S_depth,BGNx3,12,60
177,J450-S_depth,BGNx3,0,0
178,J456-S_depth,BGNx3,2,10
179,J45-S_depth,BGNx3,0,0
180,J460-S_depth,BGNx3,0,0
181,J461-S_depth,BGNx3,3,15
182,J46-S_depth,BGNx3,0,0
183,J471-S_depth,BGNx3,16,80
184,J480-S_depth,BGNx3,8,40
185,J484-S_depth,BGNx3,12,60
186,J491-S_depth,BGNx3,6,30
187,J492-S_depth,BGNx3,0,0
188,J49-S_depth,BGNx3,0,0
189,J4-S_depth,BGNx3,5,25
190,J506-S_depth,BGNx3,9,45
191,J507-S_depth,BGNx3,11,55
192,J50-S_depth,BGNx3,0,0
193,J512-S_depth,BGNx3,4,20
194,J534-S_depth,BGNx3,8,40
195,J539-S_depth,BGNx3,22,110
196,J541-S_depth,BGNx3,1,5
197,J548-S_depth,BGNx3,24,120
198,J556-S_depth,BGNx3,13,65
199,J567-S_depth,BGNx3,0,0
200,J568-S_depth,BGNx3,5,25
201,J571-S_depth,BGNx3,0,0
202,J576-S_depth,BGNx3,0,0
203,J578-S_depth,BGNx3,4,20
204,J586-S_depth,BGNx3,0,0
205,J587-S_depth,BGNx3,14,70
206,J592-S_depth,BGNx3,0,0
207,J5-S_depth,BGNx3,10,50
208,J609-S_depth,BGNx3,0,0
209,J60-S_depth,BGNx3,5,25
210,J619-S_depth,BGNx3,8,40
211,J620-S_depth,BGNx3,55,275
212,J624-S_depth,BGNx3,51,255
213,J62-S_depth,BGNx3,19,95
214,J632-S_depth,BGNx3,0,0
215,J637-S_depth,BGNx3,5,25
216,J640-S_depth,BGNx3,0,0
217,J659-S_depth,BGNx3,11,55
218,J672-S_depth,BGNx3,0,0
219,J675-S_depth,BGNx3,9,45
220,J686-S_depth,BGNx3,1,5
221,J694-S_depth,BGNx3,0,0
222,J695-S_depth,BGNx3,0,0
223,J712-S_depth,BGNx3,0,0
224,J714-S_depth,BGNx3,7,35
225,J71-S_depth,BGNx3,20,100
226,J722-S_depth,BGNx3,0,0
227,J72-S_depth,BGNx3,0,0
228,J732-S_depth,BGNx3,9,45
229,J733-S_depth,BGNx3,0,0
230,J748-S_depth,BGNx3,0,0
231,J749-S_depth,BGNx3,1,5
232,J751-S_depth,BGNx3,0,0
233,J756-S_depth,BGNx3,13,65
234,J758-S_depth,BGNx3,0,0
235,J760-S_depth,BGNx3,0,0
236,J761-S_depth,BGNx3,9,45
237,J762-S_depth,BGNx3,0,0
238,J764-S_depth,BGNx3,0,0
239,J765-S_depth,BGNx3,0,0
240,J772-S_depth,BGNx3,9,45
241,J782-S_depth,BGNx3,0,0
242,J787-S_depth,BGNx3,0,0
243,J789-S_depth,BGNx3,0,0
244,J78-S_depth,BGNx3,0,0
245,J792-S_depth,BGNx3,19,95
246,J799-S_depth,BGNx3,0,0
247,J7-S_depth,BGNx3,21,105
248,J801-S_depth,BGNx3,0,0
249,J80-S_depth,BGNx3,0,0
250,J88-S_depth,BGNx3,20,100
251,J8-S_depth,BGNx3,25,125
252,J105-S_depth,Base,1,5
253,J10-S_depth,Base,6,30
254,J116-S_depth,Base,9,45
255,J119-S_depth,Base,0,0
256,J128-S_depth,Base,0,0
257,J130-S_depth,Base,41,205
258,J131-S_depth,Base,0,0
259,J136-S_depth,Base,14,70
260,J138-S_depth,Base,4,20
261,J141-S_depth,Base,1,5
262,J157-S_depth,Base,15,75
263,J163-S_depth,Base,0,0
264,J165-S_depth,Base,0,0
265,J171-S_depth,Base,0,0
266,J177-S_depth,Base,0,0
267,J182-S_depth,Base,13,65
268,J191-S_depth,Base,4,20
269,J1-S_depth,Base,0,0
270,J204-S_depth,Base,0,0
271,J208-S_depth,Base,7,35
272,J211-S_depth,Base,2,10
273,J227-S_depth,Base,35,175
274,J231-S_depth,Base,0,0
275,J232-S_depth,Base,0,0
276,J234-S_depth,Base,0,0
277,J238-S_depth,Base,0,0
278,J240-S_depth,Base,5,25
279,J245-S_depth,Base,10,50
280,J253-S_depth,Base,0,0
281,J260-S_depth,Base,0,0
282,J266-S_depth,Base,0,0
283,J268-S_depth,Base,0,0
284,J273-S_depth,Base,0,0
285,J278-S_depth,Base,2,10
286,J27-S_depth,Base,0,0
287,J280-S_depth,Base,14,70
288,J328-S_depth,Base,21,105
289,J329-S_depth,Base,5,25
290,J338-S_depth,Base,9,45
291,J33-S_depth,Base,16,80
292,J34-S_depth,Base,0,0
293,J361-S_depth,Base,11,55
294,J366-S_depth,Base,0,0
295,J385-S_depth,Base,31,155
296,J3-S_depth,Base,2,10
297,J413-S_depth,Base,3,15
298,J421-S_depth,Base,18,90
299,J42-S_depth,Base,0,0
300,J433-S_depth,Base,1,5
301,J437-S_depth,Base,0,0
302,J438-S_depth,Base,13,65
303,J450-S_depth,Base,0,0
304,J456-S_depth,Base,2,10
305,J45-S_depth,Base,0,0
306,J460-S_depth,Base,0,0
307,J461-S_depth,Base,3,15
308,J46-S_depth,Base,0,0
309,J471-S_depth,Base,16,80
310,J480-S_depth,Base,8,40
311,J484-S_depth,Base,12,60
312,J491-S_depth,Base,6,30
313,J492-S_depth,Base,0,0
314,J49-S_depth,Base,0,0
315,J4-S_depth,Base,5,25
316,J506-S_depth,Base,9,45
317,J507-S_depth,Base,11,55
318,J50-S_depth,Base,0,0
319,J512-S_depth,Base,3,15
320,J534-S_depth,Base,9,45
321,J539-S_depth,Base,22,110
322,J541-S_depth,Base,1,5
323,J548-S_depth,Base,24,120
324,J556-S_depth,Base,13,65
325,J567-S_depth,Base,0,0
326,J568-S_depth,Base,5,25
327,J571-S_depth,Base,0,0
328,J576-S_depth,Base,0,0
329,J578-S_depth,Base,4,20
330,J586-S_depth,Base,0,0
331,J587-S_depth,Base,14,70
332,J592-S_depth,Base,0,0
333,J5-S_depth,Base,10,50
334,J609-S_depth,Base,0,0
335,J60-S_depth,Base,5,25
336,J619-S_depth,Base,8,40
337,J620-S_depth,Base,58,290
338,J624-S_depth,Base,54,270
339,J62-S_depth,Base,19,95
340,J632-S_depth,Base,0,0
341,J637-S_depth,Base,5,25
342,J640-S_depth,Base,1,5
343,J659-S_depth,Base,11,55
344,J672-S_depth,Base,0,0
345,J675-S_depth,Base,9,45
346,J686-S_depth,Base,1,5
347,J694-S_depth,Base,0,0
348,J695-S_depth,Base,0,0
349,J712-S_depth,Base,0,0
350,J714-S_depth,Base,7,35
351,J71-S_depth,Base,20,100
352,J722-S_depth,Base,0,0
353,J72-S_depth,Base,0,0
354,J732-S_depth,Base,9,45
355,J733-S_depth,Base,0,0
356,J748-S_depth,Base,0,0
357,J749-S_depth,Base,4,20
358,J751-S_depth,Base,0,0
359,J756-S_depth,Base,13,65
360,J758-S_depth,Base,0,0
361,J760-S_depth,Base,0,0
362,J761-S_depth,Base,10,50
363,J762-S_depth,Base,0,0
364,J764-S_depth,Base,0,0
365,J765-S_depth,Base,0,0
366,J772-S_depth,Base,9,45
367,J782-S_depth,Base,0,0
368,J787-S_depth,Base,0,0
369,J789-S_depth,Base,0,0
370,J78-S_depth,Base,0,0
371,J792-S_depth,Base,20,100
372,J799-S_depth,Base,0,0
373,J7-S_depth,Base,21,105
374,J801-S_depth,Base,0,0
375,J80-S_depth,Base,0,0
376,J88-S_depth,Base,20,100
377,J8-S_depth,Base,25,125
378,J105-S_depth,I,1,5
379,J10-S_depth,I,6,30
380,J116-S_depth,I,6,30
381,J119-S_depth,I,0,0
382,J128-S_depth,I,0,0
383,J130-S_depth,I,34,170
384,J131-S_depth,I,0,0
385,J136-S_depth,I,10,50
386,J138-S_depth,I,6,30
387,J141-S_depth,I,1,5
388,J157-S_depth,I,7,35
389,J163-S_depth,I,0,0
390,J165-S_depth,I,0,0
391,J171-S_depth,I,0,0
392,J177-S_depth,I,0,0
393,J182-S_depth,I,10,50
394,J191-S_depth,I,3,15
395,J1-S_depth,I,0,0
396,J204-S_depth,I,0,0
397,J208-S_depth,I,8,40
398,J211-S_depth,I,0,0
399,J227-S_depth,I,27,135
400,J231-S_depth,I,0,0
401,J232-S_depth,I,0,0
402,J234-S_depth,I,0,0
403,J238-S_depth,I,0,0
404,J240-S_depth,I,4,20
405,J245-S_depth,I,6,30
406,J253-S_depth,I,0,0
407,J260-S_depth,I,0,0
408,J266-S_depth,I,0,0
409,J268-S_depth,I,0,0
410,J273-S_depth,I,0,0
411,J278-S_depth,I,0,0
412,J27-S_depth,I,0,0
413,J280-S_depth,I,7,35
414,J328-S_depth,I,21,105
415,J329-S_depth,I,0,0
416,J338-S_depth,I,6,30
417,J33-S_depth,I,15,75
418,J34-S_depth,I,0,0
419,J361-S_depth,I,8,40
420,J366-S_depth,I,0,0
421,J385-S_depth,I,31,155
422,J3-S_depth,I,0,0
423,J413-S_depth,I,3,15
424,J421-S_depth,I,13,65
425,J42-S_depth,I,0,0
426,J433-S_depth,I,1,5
427,J437-S_depth,I,0,0
428,J438-S_depth,I,0,0
429,J450-S_depth,I,0,0
430,J456-S_depth,I,6,30
431,J45-S_depth,I,0,0
432,J460-S_depth,I,0,0
433,J461-S_depth,I,0,0
434,J46-S_depth,I,0,0
435,J471-S_depth,I,16,80
436,J480-S_depth,I,8,40
437,J484-S_depth,I,7,35
438,J491-S_depth,I,2,10
439,J492-S_depth,I,0,0
440,J49-S_depth,I,0,0
441,J4-S_depth,I,5,25
442,J506-S_depth,I,10,50
