,link_name,BGN,BGNx3,Base,I,UG+I,V,V&I,link_id,neighborhood
0,timestamp,2023-06-28 05:22:00,2023-06-28 05:22:00,,2023-06-28 05:22:00,2023-06-28 05:22:00,2023-06-28 05:22:00,2023-06-28 05:22:00,timestamp,
1,C102-S_velocity,0.0010387102269551,0.0010226713346742,0.0010387776383355,0.0009640937401156,0.0010387644226517,0.0010350226911236,0.0009614326633581,C102-S,Patterson Park
2,C105-S_velocity,0.0009827569090194,0.0009893037271723,0.0009828283674324,0.0010158106317444,0.0009828414161174,0.0009756870001092,0.0010083071635761,C105-S,Patterson Park
3,C111-S_velocity,0.0102044871612128,0.0102044892665169,0.0102045202948498,0.0094577745647192,0.0102046256657768,0.0100788331403394,0.0093333921108919,C111-S,Baltimore Highlands
4,C113-S_velocity,0.0023268320895792,0.0023270001548626,0.0023268403539517,0.0020657826533923,0.0023268687498519,0.0022965533532497,0.0020357610356894,C113-S,Baltimore Highlands
5,C131-S_velocity,0.0003777622186678,0.0003776975575445,0.0003777055561661,0.0003471741361325,0.0003777566644214,0.0003777144199045,0.0003471818331276,C131-S,Fells Point
6,C141-S_velocity,0.0012372312374487,0.0012371643400666,0.0012371695727542,0.0012587824604077,0.0012371642461059,0.0012370916451994,0.0012587330577027,C141-S,Canton
7,C159-S_velocity,0.0007526071842182,0.000752625767032,0.0007526273580057,0.0007571445437845,0.0007526091590594,0.0007526250817691,0.0007571533633072,C159-S,Upper Fells Point
8,C163-S_velocity,0.0008099400293494,0.000809821841166,0.0008098231158919,0.0008482074121041,0.0008098234161815,0.0008095824099312,0.0008480498474847,C163-S,Upper Fells Point
9,C168-S_velocity,0.001160640458513,0.0011604652702314,0.0011604804082704,0.0011861849251878,0.0011604559826414,0.0011602771692472,0.0011860402173786,C168-S,Canton
10,C182-S_velocity,0.003517290846852,0.0035175408279077,0.0035172226631559,0.0035428942678421,0.0035174148966309,0.0034939833864402,0.0035183386946786,C182-S,Canton
11,C187-S_velocity,0.0008512404665659,0.0008512453437702,0.0008512446038611,0.0008626304645538,0.0008512414799753,0.0008413923552146,0.000852565581254,C187-S,Canton
12,C190-S_velocity,0.0114027038091272,0.0114003283514337,0.0114027339923988,0.0098579803758103,0.0114028466716691,0.0112841394772413,0.009746676001287,C190-S,Baltimore Highlands
13,C191-S_velocity,0.0033397167659482,0.0033800037582789,0.003337744930297,0.0030030300053748,0.0033414348326492,0.003309690144722,0.002961578542749,C191-S,Patterson Park
14,C211-S_velocity,0.0014726454952351,0.0012704106594035,0.0014726062994915,0.0014732157514479,0.0014725587823026,0.0014430580108293,0.001443626022346,C211-S,Patterson Park
15,C21-S_velocity,0.0027591045456791,0.0027591049171726,0.0027800227063781,0.0022766482456344,0.0026743838774205,0.0026505527152806,0.0021562299694211,C21-S,Broadway East
16,C226-S_velocity,0.0013329951502557,0.0013329925809971,0.0013329761102094,0.0013350724802358,0.0013329573632628,0.001324628894292,0.0013267460777973,C226-S,Baltimore Highlands
17,C227-S_velocity,0.0027707837083785,0.002770815237912,0.0027708442660679,0.0025903306787258,0.0027708459925145,0.0027510502846015,0.0025716103687358,C227-S,Kresson
18,C229-S_velocity,0.000618216291036,0.0006182185454899,0.0006183915031242,0.000634553280494,0.000618254093091,0.0006161457635159,0.0006310733691529,C229-S,Kresson
19,C236-S_velocity,0.0003699968322055,0.000369996735668,0.0003699969720547,0.0003691066474809,0.0003700257741622,0.0003514001674134,0.0003505082907117,C236-S,Orangeville
