,node_name,BGN,BGNx3,Base,I,UG+I,V,V&I,node_id,neighborhood
28,J253-S_flow,6.708764155588393,6.125995884383433,7.045638518884416,4.904766392554319,6.576976392749814,6.309728061011715,4.336132048832935,J253-S,"('Eager Park', 'Canal Street Creek')"
29,J260-S_flow,4.19449740587897,4.194749827272199,4.227225722869043,4.091684973787688,4.230389847327806,4.061841965348537,3.931979268733921,J260-S,"('Broadway East', 'Canal Street Creek')"
30,J266-S_flow,2.6013586131631867,2.6009537918580063,2.625170536220028,2.4771631902721274,2.6245171865999235,2.5216772023904754,2.378358885874021,J266-S,"('Clifton Park', 'Canal Street Creek')"
31,J268-S_flow,1.1922256011159214,1.1922256011159214,1.1922256011159214,1.1944511870406789,1.1922256011159214,1.153224062481237,1.1561921338488614,J268-S,"('Clifton Park', 'Canal Street Creek')"
32,J273-S_flow,0.6214696680333758,0.6214696680333758,0.6214696680333758,0.6225554667793517,0.6214696680333758,0.6204071617865038,0.6219145067614499,J273-S,"('Clifton Park', 'Canal Street Creek')"
33,J278-S_flow,6.244953838011583,6.24497757292992,6.720466806811936,5.315893453257972,6.625428264820846,6.196833347848251,4.838598680876804,J278-S,"('Broadway East', 'Canal Street Creek')"
34,J27-S_flow,0.7502700147172073,0.7502298781554843,0.7502325809335506,0.7581101565727593,0.7502293205870175,0.7501862633118473,0.7580724318861057,J27-S,"('Locust Point', 'Southside, Drains to Harbor')"
35,J280-S_flow,6.601320774711097,6.602673987756653,7.040586650519426,5.623585030418157,6.947766575668961,6.49920902280823,5.131090463245245,J280-S,"('Broadway East', 'Canal Street Creek')"
36,J328-S_flow,4.31384064440409,4.314421870167082,4.314431611380986,4.314356928741049,4.314535517662638,4.111899890049446,4.111931232740648,J328-S,"('Broadway East', 'Canal Street Creek')"
37,J329-S_flow,9.53108171500111,9.530906098853514,9.981717284829706,8.35175621853229,9.863803632545247,9.267617470517129,7.710281317837868,J329-S,"('Broadway East', 'Canal Street Creek')"
38,J338-S_flow,7.473012460793958,6.898100231453138,7.784128100149433,5.364627141069943,7.307057350873114,7.021653552790856,4.89099690164913,J338-S,"('Eager Park', 'Canal Street Creek')"
39,J33-S_flow,6.681588138027034,6.681910782817147,6.681916441868779,6.682866078137235,6.68197352927152,6.4889776472925424,6.490032533178307,J33-S,"('Locust Point', 'Southside, Drains to Harbor')"
40,J34-S_flow,3.32286604135071,3.3229885912111152,3.3229906451193902,3.322974898489282,3.323012553474323,3.322934504959875,3.322942035956883,J34-S,"('Locust Point', 'Southside, Drains to Harbor')"
41,J361-S_flow,7.638404420243581,7.19086234709844,7.782418539548001,5.578132339193277,7.553385366445447,7.152267494104094,5.167848209194796,J361-S,"('Eager Park', 'Canal Street Creek')"
42,J366-S_flow,6.223394449228508,5.692504409480312,6.522645127448183,4.411724531932714,6.102718302960574,5.848921324944407,3.883255761977344,J366-S,"('Eager Park', 'Canal Street Creek')"
43,J385-S_flow,8.670850973997135,8.386231229404249,8.947362913672439,10.632242559380275,8.76804871238915,8.238253008106819,9.777043251935012,J385-S,"('Broadway East', 'Harris Creek')"
44,J3-S_flow,5.456699683871071,5.456697996531293,5.456699631638092,5.544498275819045,5.456693996921383,5.310615896949689,5.396463628917841,J3-S,"('Fells Point', 'Northside, Drains to Harbor')"
45,J413-S_flow,4.931811765303686,4.9325268248920136,5.03000133936755,5.029904058674144,5.030136686419244,4.950596498551423,4.950640946117804,J413-S,"('Broadway East', 'Harris Creek')"
46,J421-S_flow,13.24249880715083,12.93352793474864,13.543897318426351,14.000150981236906,12.827651169653624,12.599434268651134,12.912588922724144,J421-S,"('McElderry Park', 'Harris Creek')"
47,J42-S_flow,3.3300395702291565,3.3303489620555857,3.3303541473934586,3.3303143931364314,3.330409457664105,3.289572163161252,3.2895953706763934,J42-S,"('Locust Point', 'Southside, Drains to Harbor')"
48,J433-S_flow,3.08585362018257,3.086365875789364,3.0863744610788637,3.086308640526035,3.0864660375001893,3.078647676133917,3.0786789898261926,J433-S,"('Madison-Eastend', 'Harris Creek')"
49,J437-S_flow,4.5559064942740575,3.8111450771025086,4.714486524341871,2.7648482349291856,4.365941487365028,4.151756477680135,2.709315900171637,J437-S,"('Patterson Park', 'Harris Creek')"
50,J438-S_flow,9.260124561816218,9.004027364571,9.519808954281292,7.782256903140468,8.904961186911615,8.654174555810426,7.106812738572325,J438-S,"('McElderry Park', 'Harris Creek')"
51,J450-S_flow,2.985241958373502,2.985240496469,2.9852392003500103,2.984884884774821,2.985239519742217,2.9780310663594944,2.977681642242049,J450-S,"('Madison-Eastend', 'Harris Creek')"
52,J456-S_flow,1.2561149541248502,1.2560826233361038,1.2560839429601345,1.2560801160504462,1.2560879018322255,1.245846429151465,1.2458553802689971,J456-S,"('Orangeville', 'Harris Creek')"
53,J45-S_flow,0.7956293783284096,0.7955411697189415,0.7955447700703485,0.7955343290512686,0.795555571124569,0.7954464804769413,0.7954727630422113,J45-S,"('Locust Point', 'Southside, Drains to Harbor')"
54,J460-S_flow,2.8288637429206203,2.8291279521289576,2.829133463528158,2.7019047811834453,2.8293042670533044,2.7465958359915272,2.621685533078681,J460-S,"('Orangeville', 'Harris Creek')"
55,J461-S_flow,5.682418167610708,5.682686068683535,5.682731150188551,5.427569808694548,5.6829266348551135,5.599609324487077,5.337855334643425,J461-S,"('Baltimore Highlands', 'Harris Creek')"
56,J46-S_flow,2.556054012443301,2.5562282989037426,2.5562312199058725,2.556208825556207,2.556262377261929,2.520174834419808,2.5201851771134094,J46-S,"('Locust Point', 'Southside, Drains to Harbor')"
57,J471-S_flow,1.9272929923371973,1.9271197596316012,1.9271268303542783,1.927106325258514,1.9271480425223115,1.8081638719369189,1.8082117807510187,J471-S,"('Orangeville', 'Harris Creek')"
58,J480-S_flow,5.085593591777039,5.086138175296115,5.0861473023942,5.086077327975548,5.086244658107107,5.039022865819041,5.039056882246486,J480-S,"('McElderry Park', 'Harris Creek')"
59,J484-S_flow,10.366380867309305,10.366404296086174,10.366427924274278,9.190436038441812,10.366579405413743,10.172157232888662,9.00923160438624,J484-S,"('Baltimore Highlands', 'Harris Creek')"
60,J491-S_flow,10.317509118679874,10.318569894967696,10.318598061759776,9.78740480543988,10.319011001680224,10.109984106172336,9.58742182367553,J491-S,"('Kresson', 'Harris Creek')"
61,J492-S_flow,2.1532233551326407,2.1526168701363027,2.152641624625949,2.152569836605975,2.152715888094889,2.128932328717792,2.129110312326421,J492-S,"('Baltimore Highlands', 'Harris Creek')"
62,J49-S_flow,1.807318204182231,1.2189202036706823,1.8068941428808063,1.806841811911695,1.806948278366095,1.7926368827132224,1.79276624396029,J49-S,"('Washington Hill', 'Canal Street Creek')"
63,J4-S_flow,1.406313613201793,1.406237940541981,1.40624132713966,1.406494114613008,1.4062457807230937,1.406157594445253,1.4064389147543863,J4-S,"('Canton', 'Northside, Drains to Harbor')"
64,J506-S_flow,2.2710721698193828,2.2704352226409763,2.270461220484993,2.270385826737345,2.2705392140170426,2.2526877993087098,2.2528786270863783,J506-S,"('Baltimore Highlands', 'Harris Creek')"
65,J507-S_flow,12.64789744274024,12.648143959624532,12.647952091114584,9.895825775837404,12.648134421402409,12.44076448727789,9.71396413164488,J507-S,"('Patterson Park', 'Harris Creek')"
66,J50-S_flow,2.852297179278507,2.085137369060554,2.8518706562122533,2.7617088301254062,2.851896495013873,2.733437547923554,2.646102125563377,J50-S,"('Washington Hill', 'Canal Street Creek')"
67,J512-S_flow,12.547426325360233,12.542927790763375,12.547473651824864,9.824522198516922,12.54769528831,12.33031269781229,9.640770620696374,J512-S,"('Patterson Park', 'Harris Creek')"
68,J534-S_flow,4.84079180328022,4.841912345501177,4.841140246770936,4.8450517578642085,4.841198329872063,4.792232922927939,4.796219739530381,J534-S,"('Patterson Park', 'Harris Creek')"
69,J539-S_flow,4.069733631680249,4.070110343092503,4.070118072564276,3.718205523701643,4.070180224079992,3.749894854649874,3.4255048498331244,J539-S,"('Canton', 'Northside, Drains to Harbor')"
70,J541-S_flow,1.7666939410089495,1.7662859785984188,1.7663026301253792,1.7662543406971938,1.7663525847062609,1.7533342729220724,1.753458679274343,J541-S,"('Canton Industrial Area', 'Northside, Drains to Harbor')"
71,J548-S_flow,5.482964564500213,5.483810527039886,5.483824705183007,5.483716006085731,5.483975938709652,5.070240647902747,5.070288501777161,J548-S,"('Canton', 'Northside, Drains to Harbor')"
72,J556-S_flow,2.615723072655004,2.6159520164816645,2.615957408869552,2.623193100937035,2.6159902735700893,2.6158499957332717,2.623131227586759,J556-S,"('Canton', 'Harris Creek')"
73,J567-S_flow,2.672858108287379,2.6730746564685077,2.6730783243643104,2.6730505244084544,2.673116896583862,2.656564168092012,2.6565775728243106,J567-S,"('Berea', 'Armistead Creek')"
74,J568-S_flow,3.5247473521516013,3.524433477676904,3.5244457955941915,3.431930005747566,3.524471627905684,3.491738850622262,3.399841969044643,J568-S,"('Berea', 'Armistead Creek')"
75,J571-S_flow,1.5034609729667063,1.5034609729667063,1.5034609729667063,1.5063866001026818,1.5034609729667063,1.488059920444742,1.4920869458090025,J571-S,"('Berea', 'Armistead Creek')"
76,J576-S_flow,4.6826911216992,4.321101467068218,4.802620052973143,2.555867500116009,4.642970801093546,4.2828638405437305,2.367716795243351,J576-S,"('Dunbar-Broadway', 'Canal Street Creek')"
