,node_name,Base,I,V,V&I,node_id,neighborhood,historic_stream
0,J105-S_depth,0.1876134026313892,0.1904573126281303,0.1880251945154169,0.1908441354805826,J105-S,Downtown,"Southside, Drains to Harbor"
1,J10-S_depth,0.180683687503181,0.1402979498892442,0.1769378586856097,0.1367677737516558,J10-S,Downtown,"Southside, Drains to Harbor"
2,J116-S_depth,0.2360710265823344,0.2137289614445395,0.2344775572543682,0.2112500225498812,J116-S,Downtown,"Southside, Drains to Harbor"
3,J119-S_depth,0.1084271643667394,0.0889188147348825,0.1074335940870729,0.0871297228403555,J119-S,Downtown,"Southside, Drains to Harbor"
4,J128-S_depth,0.1595274784359561,0.075827379855356,0.1595293490937208,0.0758271410333632,J128-S,Canton,Harris Creek
5,J130-S_depth,0.277486981430382,0.2215385972659147,0.2756809975169206,0.2196949185366125,J130-S,Downtown,"Southside, Drains to Harbor"
6,J131-S_depth,0.1162828160295087,0.0892607856764195,0.1154089500167651,0.0881132406922939,J131-S,Downtown,"Southside, Drains to Harbor"
7,J136-S_depth,0.4078316008743589,0.3973673281877349,0.4065832419116847,0.3959332584439748,J136-S,Downtown,"Southside, Drains to Harbor"
8,J138-S_depth,0.1859725670737381,0.1917998598828486,0.1861298108900637,0.1919008178322759,J138-S,Downtown,"Southside, Drains to Harbor"
9,J141-S_depth,0.1796168705802781,0.1796622168008673,0.1793714155411853,0.1794163999643752,J141-S,Downtown,"Southside, Drains to Harbor"
10,J157-S_depth,0.2430574544363168,0.208761291552713,0.241298378941155,0.2071135759694114,J157-S,Downtown,"Southside, Drains to Harbor"
11,J163-S_depth,0.1368362422342209,0.1367873524897128,0.1357947296460509,0.135744325264411,J163-S,Downtown,"Southside, Drains to Harbor"
12,J165-S_depth,0.1417602756335414,0.1412170427867569,0.1409193800378387,0.1403801240139678,J165-S,Federal Hill,"Southside, Drains to Harbor"
13,J171-S_depth,0.1168938914980959,0.1168973967874309,0.1168943635307584,0.1168978250153738,J171-S,Canton,"Northside, Drains to Harbor"
14,J177-S_depth,0.150378671117841,0.1504091196155766,0.1503475090916946,0.1503784140205032,J177-S,Federal Hill,"Southside, Drains to Harbor"
15,J182-S_depth,0.2880560775551188,0.2391227314181066,0.2872980816973414,0.2384683779314689,J182-S,Federal Hill,"Southside, Drains to Harbor"
16,J191-S_depth,0.1697677254440662,0.1641950893938595,0.1697678135885906,0.1641950081766301,J191-S,Fells Point,Canal Street Creek
17,J1-S_depth,0.1027295279316167,0.1036013215011203,0.1030190023113287,0.1038713724513888,J1-S,Clifton Park,Canal Street Creek
18,J204-S_depth,0.1180954684188207,0.1184336139388849,0.1180954519972747,0.1184332189583403,J204-S,Fells Point,Canal Street Creek
19,J208-S_depth,0.1925196571620026,0.1925737500849612,0.1904824747567478,0.1905292512893618,J208-S,Downtown,"Southside, Drains to Harbor"
20,J211-S_depth,0.1683715704883797,0.140887262778841,0.1681409407562648,0.1407019863419271,J211-S,Fells Point,Canal Street Creek
21,J227-S_depth,0.406499374468335,0.3955259636394976,0.4065043969767707,0.3955264088770718,J227-S,Locust Point,"Southside, Drains to Harbor"
22,J231-S_depth,0.0528765910902803,0.0528398515216018,0.0528786336035659,0.0528423655774486,J231-S,Locust Point,"Southside, Drains to Harbor"
23,J232-S_depth,0.0141998923246846,0.0142721900018504,0.0142005610334323,0.0142731382990459,J232-S,Locust Point,"Southside, Drains to Harbor"
24,J234-S_depth,0.1415339265621181,0.1415057331422711,0.1415339117319323,0.1415057151277626,J234-S,Locust Point,"Southside, Drains to Harbor"
25,J238-S_depth,0.1044792515940764,0.1044764927661308,0.1044800102982463,0.1044772495273589,J238-S,Locust Point,"Southside, Drains to Harbor"
26,J240-S_depth,0.182853990512736,0.179853838101006,0.1827827627623099,0.179775471678013,J240-S,Locust Point,"Southside, Drains to Harbor"
27,J245-S_depth,0.2492412927578623,0.211271012600555,0.2490715304038173,0.2110809923079951,J245-S,Locust Point,"Southside, Drains to Harbor"
28,J253-S_depth,0.1174690046186987,0.1046489433342971,0.1154118274565675,0.1028342935405512,J253-S,Eager Park,Canal Street Creek
29,J260-S_depth,0.1306614099383036,0.1143248326340389,0.1286952682237774,0.1126404262050057,J260-S,Broadway East,Canal Street Creek
30,J266-S_depth,0.1328655545260189,0.1233366859916796,0.1305979093031123,0.121194324562085,J266-S,Clifton Park,Canal Street Creek
31,J268-S_depth,0.1027972654247128,0.1030360885247048,0.1015363800353112,0.1017919710679022,J268-S,Clifton Park,Canal Street Creek
32,J273-S_depth,0.0735086769406413,0.0737015385962812,0.0735344748597171,0.0737432568196773,J273-S,Clifton Park,Canal Street Creek
33,J278-S_depth,0.1534570237824832,0.115834953916143,0.150530952982284,0.1132030849857219,J278-S,Broadway East,Canal Street Creek
34,J27-S_depth,0.103762624542351,0.0889276298501781,0.103766059298267,0.0889290443449715,J27-S,Locust Point,"Southside, Drains to Harbor"
35,J280-S_depth,0.2497620484266861,0.2087657947647831,0.2437388191740765,0.2036435218377356,J280-S,Broadway East,Canal Street Creek
36,J328-S_depth,0.2736120245937053,0.2780691888374499,0.2706150477291461,0.2749093398944958,J328-S,Broadway East,Canal Street Creek
37,J329-S_depth,0.1579412181317442,0.1293291920008076,0.1536268164836953,0.1254654298294934,J329-S,Broadway East,Canal Street Creek
38,J338-S_depth,0.2239803582608158,0.1821782021076935,0.2117181907796101,0.1720215066342098,J338-S,Eager Park,Canal Street Creek
39,J33-S_depth,0.3262857862146099,0.3024704978566358,0.3262880775380393,0.3024704164139781,J33-S,Locust Point,"Southside, Drains to Harbor"
